id,customer_name,customer_code,invoice_number,invoice_date,due_date,amount,received_amount,balance,category,payment_terms,status,currency,description,created_at
819,Lufthansa Cargo Partner,C-LUF662,AR-50819,2024-06-16,2024-07-31,484533.29,3535.13,480998.16,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2024-06-16 10:45:00
820,DB Schenker Logistics,C-DBS187,AR-50820,2024-06-17,2024-07-17,673386.54,348528.24,324858.3,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2024-06-17 10:45:00
821,Marriott Meeting Services,C-MAR321,AR-50821,2024-06-17,2024-07-17,320862.98,2402.45,318460.53,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2024-06-17 10:45:00
822,Live Nation Entertainment,C-LIV838,AR-50822,2024-06-18,2024-07-18,2852825.94,1354134.2,1498691.74,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-06-18 10:45:00
823,Boeing Corporate Shuttle,C-BOE487,AR-50823,2024-06-18,2024-07-18,1784094.07,5293.86,1778800.21,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2024-06-18 10:45:00
824,Emirates SkyCargo Partner,C-EMI151,AR-50824,2024-06-19,2024-08-03,604529.54,271566.18,332963.36,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2024-06-19 10:45:00
825,Emirates SkyCargo Partner,C-EMI151,AR-50825,2024-06-19,2024-08-03,357438.75,33958.29,323480.46,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2024-06-19 10:45:00
826,Expedia Partner Solutions,C-EXP610,AR-50826,2024-06-21,2024-07-21,1001889.4,423157.48,578731.92,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2024-06-21 10:45:00
827,American Express Global Business Travel,C-AME924,AR-50827,2024-06-22,2024-07-22,702109.68,349480.8,352628.88,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2024-06-22 10:45:00
828,Expedia Partner Solutions,C-EXP610,AR-50828,2024-06-22,2024-07-22,852347.41,442580.31,409767.1,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2024-06-22 10:45:00
829,Boeing Corporate Shuttle,C-BOE487,AR-50829,2024-06-23,2024-07-23,1157686.24,277877.36,879808.88,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2024-06-23 10:45:00
830,Lufthansa Cargo Partner,C-LUF662,AR-50830,2024-06-24,2024-08-08,683749.91,153394.89,530355.02,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2024-06-24 10:45:00
831,Boeing Corporate Shuttle,C-BOE487,AR-50831,2024-06-25,2024-07-10,1077151.37,411992.23,665159.14,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2024-06-25 10:45:00
832,American Express Global Business Travel,C-AME924,AR-50832,2024-06-26,2024-07-26,653920.85,101617.03,552303.82,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2024-06-26 10:45:00
833,Maersk Air Cargo,C-MAE973,AR-50833,2024-06-26,2024-07-26,1822741.72,708674.1,1114067.62,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2024-06-26 10:45:00
834,Live Nation Entertainment,C-LIV838,AR-50834,2024-06-27,2024-07-27,2384427.44,594114.6,1790312.84,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-06-27 10:45:00
835,DB Schenker Logistics,C-DBS187,AR-50835,2024-06-27,2024-07-27,715427.5,45088.93,670338.57,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2024-06-27 10:45:00
836,United Nations Travel Office,C-UNI757,AR-50836,2024-06-27,2024-07-27,2914009.23,1314720.73,1599288.5,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2024-06-27 10:45:00
837,Boeing Corporate Shuttle,C-BOE487,AR-50837,2024-06-29,2024-07-29,2542126.72,798833.28,1743293.44,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2024-06-29 10:45:00
838,Marriott Meeting Services,C-MAR321,AR-50838,2024-07-02,2024-08-01,337000.31,82801.77,254198.54,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2024-07-02 10:45:00
839,Sony Music Touring,C-SON493,AR-50839,2024-07-02,2024-07-17,1291742.19,327816.04,963926.15,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2024-07-02 10:45:00
840,Boeing Corporate Shuttle,C-BOE487,AR-50840,2024-07-03,2024-07-18,868022.26,59109.22,808913.04,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2024-07-03 10:45:00
841,Kuehne+Nagel,C-KUE458,AR-50841,2024-07-03,2024-08-02,1222666.75,374123.26,848543.49,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2024-07-03 10:45:00
842,Amazon Air Logistics,C-AMA673,AR-50842,2024-07-04,2024-08-03,3172345.58,1172472.91,1999872.67,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2024-07-04 10:45:00
843,United Nations Travel Office,C-UNI757,AR-50843,2024-07-04,2024-08-03,3060241.67,363552.66,2696689.01,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2024-07-04 10:45:00
844,DB Schenker Logistics,C-DBS187,AR-50844,2024-07-04,2024-08-03,567563.38,191625.66,375937.72,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2024-07-04 10:45:00
845,UPS Supply Chain Solutions,C-UPS130,AR-50845,2024-07-05,2024-08-04,2634711.48,139783.88,2494927.6,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2024-07-05 10:45:00
846,Amazon Air Logistics,C-AMA673,AR-50846,2024-07-06,2024-08-05,2743464.82,274468.62,2468996.2,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2024-07-06 10:45:00
847,Google Travel Services,C-GOO876,AR-50847,2024-07-06,2024-08-05,1282240.05,694814.73,587425.32,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2024-07-06 10:45:00
848,DB Schenker Logistics,C-DBS187,AR-50848,2024-07-07,2024-08-06,1093779.8,198381.03,895398.77,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2024-07-07 10:45:00
849,TUI Travel Partners,C-TUI255,AR-50849,2024-07-07,2024-08-21,201386.33,101538.45,99847.88,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2024-07-07 10:45:00
850,Maersk Air Cargo,C-MAE973,AR-50850,2024-07-08,2024-08-07,1462102.21,206632.24,1255469.97,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2024-07-08 10:45:00
851,Google Travel Services,C-GOO876,AR-50851,2024-07-08,2024-08-07,2029802.47,720683.74,1309118.73,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2024-07-08 10:45:00
852,FedEx Trade Networks,C-FED679,AR-50852,2024-07-09,2024-08-08,1204375.5,355684.0,848691.5,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - FedEx Trade Networks,2024-07-09 10:45:00
853,Pfizer Corporate Travel,C-PFI869,AR-50853,2024-07-10,2024-08-09,1405172.14,174093.97,1231078.17,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2024-07-10 10:45:00
854,American Express Global Business Travel,C-AME924,AR-50854,2024-07-11,2024-08-10,731764.35,124795.96,606968.39,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2024-07-11 10:45:00
855,United Nations Travel Office,C-UNI757,AR-50855,2024-07-11,2024-08-10,2133105.5,307743.26,1825362.24,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2024-07-11 10:45:00
856,DHL Express,C-DHL723,AR-50856,2024-07-12,2024-08-11,2253069.67,1155210.51,1097859.16,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2024-07-12 10:45:00
857,Walmart Corporate Travel,C-WAL198,AR-50857,2024-07-12,2024-08-11,2244935.61,619025.78,1625909.83,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2024-07-12 10:45:00
858,Walmart Corporate Travel,C-WAL198,AR-50858,2024-07-13,2024-08-12,2426720.53,1143250.68,1283469.85,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2024-07-13 10:45:00
859,Marriott Meeting Services,C-MAR321,AR-50859,2024-07-13,2024-08-12,1040737.91,17530.1,1023207.81,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2024-07-13 10:45:00
860,Walmart Corporate Travel,C-WAL198,AR-50860,2024-07-14,2024-08-13,664475.27,211195.67,453279.6,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2024-07-14 10:45:00
861,Live Nation Entertainment,C-LIV838,AR-50861,2024-07-14,2024-08-13,3239788.54,208492.98,3031295.56,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-07-14 10:45:00
862,Amazon Air Logistics,C-AMA673,AR-50862,2024-07-17,2024-08-16,2080454.75,735175.25,1345279.5,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2024-07-17 10:45:00
863,FedEx Trade Networks,C-FED679,AR-50863,2024-07-18,2024-08-17,945587.28,360674.36,584912.92,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2024-07-18 10:45:00
864,United Nations Travel Office,C-UNI757,AR-50864,2024-07-18,2024-08-17,1829713.39,626970.13,1202743.26,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2024-07-18 10:45:00
865,Expedia Partner Solutions,C-EXP610,AR-50865,2024-07-19,2024-08-18,1069474.74,562222.11,507252.63,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2024-07-19 10:45:00
866,FedEx Trade Networks,C-FED679,AR-50866,2024-07-20,2024-08-19,2843659.74,549874.75,2293784.99,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - FedEx Trade Networks,2024-07-20 10:45:00
867,DHL Express,C-DHL723,AR-50867,2024-07-20,2024-08-19,3084511.06,1364784.33,1719726.73,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2024-07-20 10:45:00
868,American Express Global Business Travel,C-AME924,AR-50868,2024-07-21,2024-08-20,655081.5,130631.02,524450.48,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2024-07-21 10:45:00
869,Live Nation Entertainment,C-LIV838,AR-50869,2024-07-21,2024-08-20,1352147.24,503397.39,848749.85,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-07-21 10:45:00
870,TUI Travel Partners,C-TUI255,AR-50870,2024-07-21,2024-09-04,489241.44,35763.44,453478.0,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2024-07-21 10:45:00
871,UPS Supply Chain Solutions,C-UPS130,AR-50871,2024-07-21,2024-08-20,1029257.17,560361.91,468895.26,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2024-07-21 10:45:00
872,Ryder Integrated Logistics,C-RYD108,AR-50872,2024-07-23,2024-08-22,488976.64,138642.04,350334.6,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2024-07-23 10:45:00
873,Maersk Air Cargo,C-MAE973,AR-50873,2024-07-23,2024-08-22,3245988.73,1712324.14,1533664.59,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2024-07-23 10:45:00
874,Sony Music Touring,C-SON493,AR-50874,2024-07-24,2024-08-23,778653.52,73491.94,705161.58,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2024-07-24 10:45:00
875,NFL Events & Hospitality,C-NFL601,AR-50875,2024-07-24,2024-08-08,1116236.18,195554.47,920681.71,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2024-07-24 10:45:00
876,Marriott Meeting Services,C-MAR321,AR-50876,2024-07-25,2024-08-24,607689.25,199187.21,408502.04,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2024-07-25 10:45:00
877,FedEx Trade Networks,C-FED679,AR-50877,2024-07-26,2024-08-25,3103227.87,1082364.19,2020863.68,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - FedEx Trade Networks,2024-07-26 10:45:00
878,Google Travel Services,C-GOO876,AR-50878,2024-07-27,2024-08-26,3465814.87,1402409.54,2063405.33,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2024-07-27 10:45:00
879,Boeing Corporate Shuttle,C-BOE487,AR-50879,2024-07-28,2024-08-27,2418341.75,158678.49,2259663.26,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2024-07-28 10:45:00
880,TUI Travel Partners,C-TUI255,AR-50880,2024-07-28,2024-09-11,787114.79,309171.83,477942.96,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2024-07-28 10:45:00
881,Google Travel Services,C-GOO876,AR-50881,2024-07-28,2024-08-27,1900378.51,242443.63,1657934.88,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2024-07-28 10:45:00
882,UPS Supply Chain Solutions,C-UPS130,AR-50882,2024-07-29,2024-08-28,1255696.14,58169.04,1197527.1,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2024-07-29 10:45:00
883,Disney Corporate Events,C-DIS143,AR-50883,2024-07-29,2024-08-13,1698519.19,211952.41,1486566.78,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2024-07-29 10:45:00
884,Marriott Meeting Services,C-MAR321,AR-50884,2024-07-30,2024-08-29,731295.15,122096.37,609198.78,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2024-07-30 10:45:00
885,Boeing Corporate Shuttle,C-BOE487,AR-50885,2024-07-31,2024-08-30,905682.63,398813.91,506868.72,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2024-07-31 10:45:00
886,Amazon Air Logistics,C-AMA673,AR-50886,2024-07-31,2024-08-30,1604498.45,29201.68,1575296.77,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2024-07-31 10:45:00
887,DHL Express,C-DHL723,AR-50887,2024-07-31,2024-08-30,484702.56,19854.03,464848.53,Cargo Services,Net 30,Overdue,USD,Cargo Services - DHL Express,2024-07-31 10:45:00
888,Live Nation Entertainment,C-LIV838,AR-50888,2024-08-02,2024-09-01,2220617.96,101714.32,2118903.64,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-08-02 10:45:00
889,Boeing Corporate Shuttle,C-BOE487,AR-50889,2024-08-02,2024-09-01,2090717.56,802460.09,1288257.47,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2024-08-02 10:45:00
890,UPS Supply Chain Solutions,C-UPS130,AR-50890,2024-08-02,2024-09-01,1555859.22,189484.17,1366375.05,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2024-08-02 10:45:00
891,Sony Music Touring,C-SON493,AR-50891,2024-08-03,2024-08-18,1821891.47,980079.66,841811.81,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2024-08-03 10:45:00
892,Live Nation Entertainment,C-LIV838,AR-50892,2024-08-04,2024-08-19,1415304.75,573865.48,841439.27,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2024-08-04 10:45:00
893,NFL Events & Hospitality,C-NFL601,AR-50893,2024-08-04,2024-08-19,1186588.87,48847.58,1137741.29,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2024-08-04 10:45:00
894,Amazon Air Logistics,C-AMA673,AR-50894,2024-08-04,2024-09-03,1418192.05,737313.27,680878.78,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2024-08-04 10:45:00
895,American Express Global Business Travel,C-AME924,AR-50895,2024-08-05,2024-09-04,552460.12,59476.52,492983.6,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2024-08-05 10:45:00
896,Lufthansa Cargo Partner,C-LUF662,AR-50896,2024-08-06,2024-09-20,174352.28,47737.71,126614.57,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2024-08-06 10:45:00
897,Walmart Corporate Travel,C-WAL198,AR-50897,2024-08-07,2024-09-06,3054724.0,68785.52,2985938.48,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2024-08-07 10:45:00
898,NFL Events & Hospitality,C-NFL601,AR-50898,2024-08-08,2024-08-23,1379904.56,634147.7,745756.86,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2024-08-08 10:45:00
899,Expedia Partner Solutions,C-EXP610,AR-50899,2024-08-08,2024-09-07,557282.15,187574.05,369708.1,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2024-08-08 10:45:00
900,FedEx Trade Networks,C-FED679,AR-50900,2024-08-09,2024-09-08,1989396.59,71558.14,1917838.45,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - FedEx Trade Networks,2024-08-09 10:45:00
901,Boeing Corporate Shuttle,C-BOE487,AR-50901,2024-08-11,2024-09-10,2256083.7,110507.1,2145576.6,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2024-08-11 10:45:00
902,Kuehne+Nagel,C-KUE458,AR-50902,2024-08-11,2024-09-10,1111116.6,189504.99,921611.61,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2024-08-11 10:45:00
903,Marriott Meeting Services,C-MAR321,AR-50903,2024-08-11,2024-09-10,865174.36,279338.71,585835.65,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2024-08-11 10:45:00
904,NFL Events & Hospitality,C-NFL601,AR-50904,2024-08-12,2024-08-27,1877236.17,761704.16,1115532.01,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2024-08-12 10:45:00
905,Walmart Corporate Travel,C-WAL198,AR-50905,2024-08-12,2024-09-11,2820298.93,472504.54,2347794.39,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2024-08-12 10:45:00
906,Walmart Corporate Travel,C-WAL198,AR-50906,2024-08-12,2024-09-11,873893.1,358351.03,515542.07,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2024-08-12 10:45:00
907,Walmart Corporate Travel,C-WAL198,AR-50907,2024-08-14,2024-09-13,2602233.06,990824.87,1611408.19,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2024-08-14 10:45:00
908,Sony Music Touring,C-SON493,AR-50908,2024-08-14,2024-08-29,415670.91,3960.02,411710.89,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2024-08-14 10:45:00
909,Expedia Partner Solutions,C-EXP610,AR-50909,2024-08-15,2024-09-14,287823.78,4999.76,282824.02,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2024-08-15 10:45:00
910,Kuehne+Nagel,C-KUE458,AR-50910,2024-08-16,2024-09-15,1366023.75,410889.08,955134.67,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2024-08-16 10:45:00
911,CWT Group,C-CWT276,AR-50911,2024-08-16,2024-09-15,2253407.29,106089.69,2147317.6,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2024-08-16 10:45:00
912,FedEx Trade Networks,C-FED679,AR-50912,2024-08-17,2024-09-16,1347786.39,68823.89,1278962.5,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2024-08-17 10:45:00
913,Kuehne+Nagel,C-KUE458,AR-50913,2024-08-18,2024-09-17,555489.1,250192.33,305296.77,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2024-08-18 10:45:00
914,Live Nation Entertainment,C-LIV838,AR-50914,2024-08-20,2024-09-04,1471571.44,74957.86,1396613.58,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2024-08-20 10:45:00
915,CWT Group,C-CWT276,AR-50915,2024-08-21,2024-09-20,942625.63,210745.97,731879.66,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2024-08-21 10:45:00
916,Marriott Meeting Services,C-MAR321,AR-50916,2024-08-22,2024-09-21,609727.41,82751.24,526976.17,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2024-08-22 10:45:00
917,United Nations Travel Office,C-UNI757,AR-50917,2024-08-22,2024-09-21,2152616.79,425511.36,1727105.43,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2024-08-22 10:45:00
918,American Express Global Business Travel,C-AME924,AR-50918,2024-08-22,2024-09-21,599763.72,239324.63,360439.09,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2024-08-22 10:45:00
919,Ryder Integrated Logistics,C-RYD108,AR-50919,2024-08-23,2024-09-22,1340005.45,144339.63,1195665.82,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2024-08-23 10:45:00
920,Kuehne+Nagel,C-KUE458,AR-50920,2024-08-23,2024-09-22,511568.85,33307.78,478261.07,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2024-08-23 10:45:00
921,Live Nation Entertainment,C-LIV838,AR-50921,2024-08-23,2024-09-22,1342827.88,239553.8,1103274.08,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-08-23 10:45:00
922,DB Schenker Logistics,C-DBS187,AR-50922,2024-08-24,2024-09-23,397027.86,181797.57,215230.29,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2024-08-24 10:45:00
923,Boeing Corporate Shuttle,C-BOE487,AR-50923,2024-08-24,2024-09-23,3292286.97,1291351.37,2000935.6,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2024-08-24 10:45:00
924,Google Travel Services,C-GOO876,AR-50924,2024-08-24,2024-09-23,1920748.58,746617.74,1174130.84,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2024-08-24 10:45:00
925,Live Nation Entertainment,C-LIV838,AR-50925,2024-08-24,2024-09-23,2528102.21,920962.45,1607139.76,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-08-24 10:45:00
926,DHL Express,C-DHL723,AR-50926,2024-08-24,2024-09-23,1172852.64,564252.64,608600.0,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2024-08-24 10:45:00
927,DHL Express,C-DHL723,AR-50927,2024-08-24,2024-09-23,705730.91,104500.33,601230.58,Cargo Services,Net 30,Overdue,USD,Cargo Services - DHL Express,2024-08-24 10:45:00
928,BCD Travel,C-BCD303,AR-50928,2024-08-27,2024-09-26,1606902.65,218561.16,1388341.49,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2024-08-27 10:45:00
929,Sony Music Touring,C-SON493,AR-50929,2024-08-27,2024-09-26,1482155.51,526784.86,955370.65,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2024-08-27 10:45:00
930,TUI Travel Partners,C-TUI255,AR-50930,2024-08-27,2024-10-11,864021.43,451938.89,412082.54,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2024-08-27 10:45:00
931,Boeing Corporate Shuttle,C-BOE487,AR-50931,2024-08-27,2024-09-26,2029463.63,893542.73,1135920.9,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2024-08-27 10:45:00
932,American Express Global Business Travel,C-AME924,AR-50932,2024-08-28,2024-09-27,2936014.1,242235.44,2693778.66,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2024-08-28 10:45:00
933,DHL Express,C-DHL723,AR-50933,2024-08-28,2024-09-27,684733.77,151249.45,533484.32,Cargo Services,Net 30,Overdue,USD,Cargo Services - DHL Express,2024-08-28 10:45:00
934,Marriott Meeting Services,C-MAR321,AR-50934,2024-08-28,2024-09-27,715405.93,302304.37,413101.56,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2024-08-28 10:45:00
935,Amazon Air Logistics,C-AMA673,AR-50935,2024-08-29,2024-09-28,1697332.97,786677.96,910655.01,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2024-08-29 10:45:00
936,Disney Corporate Events,C-DIS143,AR-50936,2024-08-30,2024-09-14,1388608.09,284126.09,1104482.0,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2024-08-30 10:45:00
937,Live Nation Entertainment,C-LIV838,AR-50937,2024-08-30,2024-09-29,2565830.1,1202396.71,1363433.39,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2024-08-30 10:45:00
938,Sony Music Touring,C-SON493,AR-50938,2024-08-30,2024-09-14,903534.73,192308.41,711226.32,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2024-08-30 10:45:00
939,Marriott Meeting Services,C-MAR321,AR-50939,2024-08-31,2024-09-30,794696.26,187867.94,606828.32,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2024-08-31 10:45:00
940,FedEx Trade Networks,C-FED679,AR-50940,2024-08-31,2024-09-30,761436.21,357716.1,403720.11,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2024-08-31 10:45:00
941,Boeing Corporate Shuttle,C-BOE487,AR-50941,2024-08-31,2024-09-30,793863.81,107559.44,686304.37,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2024-08-31 10:45:00
942,American Express Global Business Travel,C-AME924,AR-50942,2024-08-31,2024-09-30,935699.56,330372.84,605326.72,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2024-08-31 10:45:00
943,Shell Corporate Travel,C-SHE535,AR-50943,2024-09-02,2024-10-02,1525190.49,320282.6,1204907.89,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2024-09-02 10:45:00
944,United Nations Travel Office,C-UNI757,AR-50944,2024-09-03,2024-10-03,1090374.48,40729.75,1049644.73,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2024-09-03 10:45:00
