id,period,period_start,period_end,passenger_revenue,cargo_revenue,ancillary_revenue,loyalty_revenue,other_revenue,total_revenue,fuel_expense,labor_expense,maintenance_expense,airport_expense,lease_expense,distribution_expense,catering_expense,insurance_expense,depreciation_expense,other_expense,total_expenses,operating_income,interest_expense,interest_income,fuel_hedging_gain_loss,pre_tax_income,income_tax,net_income,created_at
544,2024-06-27,2024-06-27,2024-06-27,41385998.76,2367379.8,6158536.02,1421411.19,2231758.67,53565084.44,13815943.56,12766668.47,4485829.84,3380427.31,3588473.85,1722082.46,1159385.72,764586.75,2156530.43,771130.68,44611059.07,8954025.37,187500.86,188379.01,55380.15,9010283.67,2207519.5,6802764.17,2024-06-27 18:15:00
545,2024-06-28,2024-06-28,2024-06-28,42805443.47,2015095.5,6598335.83,1643128.01,1992694.16,55054696.97,15128197.56,13880748.28,4039863.94,3282147.55,3630825.92,2083425.57,1338470.97,822705.59,2356739.34,729114.9,47292239.62,7762457.35,381815.19,170204.79,1694.67,7552541.62,1850372.7,5702168.92,2024-06-28 18:15:00
546,2024-06-29,2024-06-29,2024-06-29,44757200.57,2346131.26,6814207.14,1659370.07,1366751.46,56943660.5,15628095.7,13207720.05,4401350.76,3560998.52,3701686.06,2006577.19,1269076.42,881244.38,2392950.76,1062966.15,48112665.99,8830994.51,195997.19,197446.12,-17149.39,8815294.05,2159747.04,6655547.01,2024-06-29 18:15:00
547,2024-06-30,2024-06-30,2024-06-30,43738296.72,2272094.92,6922311.21,2054454.43,1762308.23,56749465.51,15769473.36,13706314.58,4085961.52,3541532.98,3806920.38,1822568.14,1335027.71,964384.52,2310838.24,741795.64,48084817.07,8664648.44,383589.25,195529.55,-88607.33,8387981.41,2055055.45,6332925.96,2024-06-30 18:15:00
548,2024-07-01,2024-07-01,2024-07-01,43507116.18,2278525.28,7488804.67,1833438.64,1927871.25,57035756.02,15135765.11,13404014.56,4778463.27,3584157.26,3860532.24,1942947.77,1478884.75,833616.29,2489601.9,738202.83,48246185.98,8789570.04,269144.9,198728.1,37787.02,8756940.26,2145450.36,6611489.9,2024-07-01 18:15:00
549,2024-07-02,2024-07-02,2024-07-02,44333223.28,2566582.95,6649420.74,1544704.6,1687880.57,56781812.14,14806191.81,12787063.33,4088290.47,3718359.74,3751165.83,2039440.85,1468624.23,859918.67,2314663.33,737523.66,46571241.92,10210570.22,230274.13,163577.9,-60919.13,10082954.86,2470323.94,7612630.92,2024-07-02 18:15:00
550,2024-07-03,2024-07-03,2024-07-03,43898154.31,1979233.13,7195288.29,1806846.55,1796854.22,56676376.5,14805846.72,14181110.5,4080699.11,3170910.95,3952808.16,1859112.24,1569357.95,916165.17,2407684.85,835251.51,47778947.16,8897429.34,102992.67,137460.68,41131.74,8973029.09,2198392.13,6774636.96,2024-07-03 18:15:00
551,2024-07-04,2024-07-04,2024-07-04,44211309.99,2469426.93,6680269.07,1708600.09,1817473.86,56887079.94,16403472.57,13179492.91,4195546.12,3728465.35,3818000.77,1950149.69,1635624.97,937092.7,2351146.35,627535.5,48826526.93,8060553.01,375602.21,157467.23,79524.74,7921942.77,1940875.98,5981066.79,2024-07-04 18:15:00
552,2024-07-05,2024-07-05,2024-07-05,49748341.06,2714503.53,7388113.75,2098296.16,1474935.43,63424189.93,16822880.05,14522410.98,5172205.73,4220959.16,4138870.63,2196566.97,1603466.47,1042866.25,2784285.76,769575.24,53274087.24,10150102.69,284231.7,207235.39,-54250.56,10018855.82,2454619.68,7564236.14,2024-07-05 18:15:00
553,2024-07-06,2024-07-06,2024-07-06,48404641.84,2680522.04,7665888.47,1742284.98,1541493.2,62034830.53,16756300.63,14961318.17,4965906.26,3889845.16,4016812.68,1972601.63,1507695.22,931514.7,2613500.63,853309.09,52468804.17,9566026.36,81607.12,211083.58,55565.11,9751067.93,2389011.64,7362056.29,2024-07-06 18:15:00
554,2024-07-07,2024-07-07,2024-07-07,50381815.02,2479176.79,7513479.35,1987649.86,1795585.28,64157706.3,19003288.49,14685740.39,4920357.84,4027590.17,4271239.01,2146704.94,1705521.58,923999.84,2634908.19,808909.94,55128260.39,9029445.91,355397.69,143836.61,1525.12,8819409.95,2160755.44,6658654.51,2024-07-07 18:15:00
555,2024-07-08,2024-07-08,2024-07-08,44028985.1,2346827.53,6780845.69,1669832.1,1780196.92,56606687.34,15162574.83,13815558.46,4542874.86,3411971.79,3918702.16,1808531.29,1610302.9,936221.38,2305692.14,969379.54,48481809.35,8124877.99,217946.0,200626.36,-91025.05,8016533.3,1964050.66,6052482.64,2024-07-08 18:15:00
556,2024-07-09,2024-07-09,2024-07-09,45159439.86,2283268.37,7100199.54,1723089.45,1609631.01,57875628.23,16128953.74,14075063.0,4380716.25,3531511.34,3782324.09,2068320.77,1469761.84,1008953.0,2371566.22,868903.96,49686074.21,8189554.02,168429.22,105257.35,-52085.06,8074297.09,1978202.79,6096094.3,2024-07-09 18:15:00
557,2024-07-10,2024-07-10,2024-07-10,42428591.63,2348166.81,6901403.41,1443400.65,1591515.33,54713077.83,15645889.82,13085853.99,4257822.84,3452059.08,3730981.02,1760879.63,1492328.65,856516.73,2183703.11,883837.46,47349872.33,7363205.5,297288.91,137262.53,9423.95,7212603.07,1767087.75,5445515.32,2024-07-10 18:15:00
558,2024-07-11,2024-07-11,2024-07-11,40231198.77,2512172.99,6490957.04,1620629.85,1740259.61,52595218.26,15018791.43,12573622.96,4350546.28,3308273.79,3533826.11,1818932.38,1301431.68,781318.46,2048580.87,838107.98,45573431.94,7021786.32,84353.64,215041.96,19497.81,7171972.45,1757133.25,5414839.2,2024-07-11 18:15:00
559,2024-07-12,2024-07-12,2024-07-12,45737052.86,2252947.58,7308184.63,1816358.27,1946283.84,59060827.18,15483465.16,13615770.06,4435780.52,3730407.6,4192519.4,1843860.62,1537465.96,919584.15,2448845.17,861488.03,49069186.67,9991640.51,197669.32,129961.32,-67347.24,9856585.27,2414863.39,7441721.88,2024-07-12 18:15:00
560,2024-07-13,2024-07-13,2024-07-13,48955025.97,2555638.44,9089596.91,2120192.47,1743065.93,64463519.72,17303995.01,15920472.19,4706427.87,4053466.49,4369369.79,2045629.01,1563697.18,1056818.98,2591415.59,1094349.67,54705641.78,9757877.94,258345.87,281414.94,4583.65,9785530.66,2397455.01,7388075.65,2024-07-13 18:15:00
561,2024-07-14,2024-07-14,2024-07-14,49378851.2,2822288.83,7039234.05,1823566.89,2101779.9,63165720.87,17603177.83,15183672.23,4923186.19,4023351.32,4143895.37,1998325.75,1643335.07,995924.88,2538992.71,1004606.31,54058467.66,9107253.21,323441.3,120859.87,39191.77,8943863.55,2191246.57,6752616.98,2024-07-14 18:15:00
562,2024-07-15,2024-07-15,2024-07-15,42963209.97,2400257.74,6518434.77,1534960.19,1612320.96,55029183.63,16236396.94,13142683.94,4347679.94,3486646.1,3767998.93,1839122.07,1421146.14,957903.66,2248863.32,790395.14,48238836.18,6790347.45,436589.51,83064.66,45430.83,6482253.43,1588152.09,4894101.34,2024-07-15 18:15:00
563,2024-07-16,2024-07-16,2024-07-16,44223764.91,2154036.67,7841806.74,1835118.19,1799979.04,57854705.55,15519769.31,14458435.93,4424477.02,3351346.87,3965364.06,1987931.84,1556996.5,979189.2,2376574.99,672976.36,49293062.08,8561643.47,255654.28,95279.68,-15403.04,8385865.83,2054537.13,6331328.7,2024-07-16 18:15:00
564,2024-07-17,2024-07-17,2024-07-17,41470520.23,2155325.41,6444235.39,1395885.86,1684418.79,53150385.68,14406369.11,12553130.54,4254014.93,3374879.63,3518873.26,1845886.88,1523667.02,860203.81,2179753.87,852602.17,45369381.22,7781004.46,280809.61,163000.13,22626.18,7685821.16,1883026.18,5802794.98,2024-07-17 18:15:00
565,2024-07-18,2024-07-18,2024-07-18,45113966.97,2566900.43,6712946.09,1908386.35,1883334.29,58185534.13,16309647.36,13840281.22,4376161.22,3873746.15,3762975.36,1772071.26,1478881.76,817255.22,2537322.36,726003.79,49494345.7,8691188.43,437757.9,225124.18,50229.18,8528783.89,2089552.05,6439231.84,2024-07-18 18:15:00
566,2024-07-19,2024-07-19,2024-07-19,47649610.98,2406904.75,8126311.18,2007064.6,1594215.0,61784106.51,17450004.3,15502916.46,4727667.85,3763895.17,4205772.05,2079821.15,1421059.55,945774.81,2594535.15,973752.5,53665198.99,8118907.52,258712.21,276850.09,40117.0,8177162.4,2003404.79,6173757.61,2024-07-19 18:15:00
567,2024-07-20,2024-07-20,2024-07-20,48748138.27,2590034.81,7915151.66,2102458.72,2166096.77,63521880.23,17988019.25,15872971.69,4923105.64,4160584.05,4264035.18,2064388.42,1632311.86,981538.67,2805235.7,962850.5,55655040.96,7866839.27,319631.5,293435.64,41796.84,7882440.25,1931197.86,5951242.39,2024-07-20 18:15:00
568,2024-07-21,2024-07-21,2024-07-21,46388896.15,2318747.84,7578518.95,1833328.41,1402314.92,59521806.27,15955201.55,14331600.7,4592147.83,3467032.96,3807425.42,2087331.95,1574290.85,907908.97,2401199.81,730883.83,49855023.87,9666782.4,145023.71,240557.26,8302.16,9770618.11,2393801.44,7376816.67,2024-07-21 18:15:00
569,2024-07-22,2024-07-22,2024-07-22,44530465.29,2585214.87,6739035.54,1563017.55,2121359.81,57539093.06,15613268.58,13926899.23,4744277.47,3504747.13,3884409.05,1925530.06,1513442.14,931605.17,2426744.68,892822.26,49363745.77,8175347.29,483176.09,134282.37,-1388.36,7825065.21,1917140.98,5907924.23,2024-07-22 18:15:00
570,2024-07-23,2024-07-23,2024-07-23,42626506.89,2395477.14,6042368.1,1594282.22,1778209.56,54436843.91,15187016.74,13389811.92,4217702.54,3215939.6,3577916.78,1842052.32,1402503.54,882499.74,2200602.95,837382.31,46753428.44,7683415.47,173273.36,126215.9,14346.7,7650704.71,1874422.65,5776282.06,2024-07-23 18:15:00
571,2024-07-24,2024-07-24,2024-07-24,40672033.33,2286060.18,6732967.24,1570463.36,1875832.37,53137356.48,15389489.67,12990643.82,3974001.13,3461243.26,3399132.71,1727500.89,1500151.13,761241.79,2133906.02,817778.34,46155088.76,6982267.72,249350.93,206765.15,-33331.31,6906350.63,1692055.9,5214294.73,2024-07-24 18:15:00
572,2024-07-25,2024-07-25,2024-07-25,43636927.59,2352639.13,7584491.67,1553028.98,2040938.05,57168025.42,15708681.35,12987272.27,4465908.17,3768597.97,3789998.11,2140902.27,1498049.33,960685.69,2527873.69,874327.43,48722296.28,8445729.14,255624.05,257704.74,52566.18,8500376.01,2082592.12,6417783.89,2024-07-25 18:15:00
573,2024-07-26,2024-07-26,2024-07-26,46951437.11,2199961.28,7501014.96,1992612.67,1940269.56,60585295.58,16789468.6,14307231.42,4849753.2,3677673.55,4214666.83,1904367.97,1565694.02,970341.59,2414189.38,829729.17,51523115.73,9062179.85,273504.41,119263.1,-66580.32,8841358.22,2166132.76,6675225.46,2024-07-26 18:15:00
574,2024-07-27,2024-07-27,2024-07-27,47139025.12,2822964.82,7477370.12,1882982.03,1605099.81,60927441.9,16284082.21,14295786.62,4820430.29,3930623.31,4229346.8,2022823.49,1513038.02,996629.25,2294064.35,986002.09,51372826.43,9554615.47,246710.81,295940.13,-19420.97,9584423.82,2348183.84,7236239.98,2024-07-27 18:15:00
575,2024-07-28,2024-07-28,2024-07-28,47308222.62,2419093.39,6993470.46,1547989.25,1885894.71,60154670.43,17827043.85,14591657.73,4746520.95,3967313.6,4144266.04,2058203.89,1406412.22,1007279.51,2402461.8,819588.64,52970748.23,7183922.2,283011.97,66720.94,-1266.27,6966364.9,1706759.4,5259605.5,2024-07-28 18:15:00
576,2024-07-29,2024-07-29,2024-07-29,41440593.52,2566325.04,6569233.38,1941159.67,2153446.53,54670758.14,15278411.07,13488729.07,3936294.59,3329517.15,3692379.13,1831321.64,1448438.75,832801.31,2076806.22,702563.97,46617262.9,8053495.24,368830.16,199167.85,23189.36,7907022.29,1937220.46,5969801.83,2024-07-29 18:15:00
577,2024-07-30,2024-07-30,2024-07-30,42800236.55,2338242.69,7682228.57,1636967.95,1571900.34,56029576.1,16187060.63,13429275.18,4034129.48,3439613.93,3820746.13,1819399.57,1477394.97,967009.17,2217259.16,916042.52,48307930.74,7721645.36,394303.65,168480.73,30698.58,7526521.02,1843997.65,5682523.37,2024-07-30 18:15:00
578,2024-07-31,2024-07-31,2024-07-31,43106556.53,2240109.43,7215845.0,1433017.67,2206424.41,56201953.04,15659826.13,12933801.84,4561911.93,3552010.98,3776618.89,1707226.1,1371946.11,891262.17,2231892.03,948287.75,47634783.93,8567169.11,247809.77,177509.17,69140.89,8566009.4,2098672.3,6467337.1,2024-07-31 18:15:00
579,2024-08-01,2024-08-01,2024-08-01,41933927.44,2361191.18,6867336.83,1453751.71,1808625.35,54424832.51,15206648.33,12575897.97,4236474.58,3182349.82,3526179.37,1775173.79,1411423.21,953117.45,2234298.44,882356.95,45983919.91,8440912.6,197895.4,148626.18,5558.2,8397201.58,2057314.39,6339887.19,2024-08-01 18:15:00
580,2024-08-02,2024-08-02,2024-08-02,46709347.6,2621329.25,7632093.43,2069804.94,1638751.29,60671326.51,16003569.71,13793101.03,4612072.01,3720990.22,3955102.87,1946410.8,1564363.0,916505.16,2300996.77,884928.32,49698039.89,10973286.62,188959.01,139686.77,-28686.85,10895327.53,2669355.24,8225972.29,2024-08-02 18:15:00
581,2024-08-03,2024-08-03,2024-08-03,44810429.45,2311582.68,6890351.88,2013678.14,1543318.82,57569360.97,14824154.51,13774743.03,4542272.1,3881807.67,3787237.15,2150702.05,1442875.24,1003908.71,2463619.11,640232.81,48511552.38,9057808.59,394815.51,189635.95,-2276.73,8850352.3,2168336.31,6682015.99,2024-08-03 18:15:00
582,2024-08-04,2024-08-04,2024-08-04,45604244.51,2246918.27,7749934.48,1896283.7,1682300.15,59179681.11,17266506.32,13595769.57,4962486.06,3521188.63,4130902.6,2280157.12,1468249.9,893377.41,2259855.78,1063067.12,51441560.51,7738120.6,264279.78,195493.42,-13549.3,7655784.94,1875667.31,5780117.63,2024-08-04 18:15:00
583,2024-08-05,2024-08-05,2024-08-05,41599786.97,2448315.04,6756325.26,1774188.45,1323026.1,53901641.82,15106928.69,12985169.11,4410387.98,3426068.06,3727480.8,1827180.31,1434194.54,999809.77,2199638.35,597758.7,46714616.31,7187025.51,310506.06,220394.33,25370.16,7122283.94,1744959.57,5377324.37,2024-08-05 18:15:00
584,2024-08-06,2024-08-06,2024-08-06,38735082.59,2518111.77,5994249.8,1710725.62,1642481.64,50600651.42,14259314.49,12192184.28,4050218.56,3166154.28,3280958.63,1578258.96,1298477.61,761447.01,2050023.04,818319.95,43455356.81,7145294.61,235200.91,218136.42,-46195.06,7082035.06,1735098.59,5346936.47,2024-08-06 18:15:00
585,2024-08-07,2024-08-07,2024-08-07,40467351.5,2743401.28,6645157.34,1620702.08,1674077.42,53150689.62,14217865.7,13301924.06,3862668.81,3216079.25,3566771.75,1885578.55,1334800.35,906569.35,2244980.19,1021581.43,45558819.44,7591870.18,426030.83,178716.31,-4644.44,7339911.22,1798278.25,5541632.97,2024-08-07 18:15:00
586,2024-08-08,2024-08-08,2024-08-08,42838776.02,2496797.46,6735132.82,1639782.55,1505747.47,55216236.32,14975843.95,12532246.39,4043057.27,3404907.29,3655026.93,1769009.33,1364254.71,863449.74,2292982.03,844749.49,45745527.13,9470709.19,210704.98,128489.34,75897.62,9464391.17,2318775.84,7145615.33,2024-08-08 18:15:00
587,2024-08-09,2024-08-09,2024-08-09,42664551.53,2556785.87,6555661.64,1696308.21,1883746.09,55357053.34,16116765.51,14430098.29,3985707.84,3667839.88,3691750.76,1821338.83,1428490.0,925294.39,2368191.87,862599.41,49298076.78,6058976.56,170756.57,106446.86,8979.14,6003645.99,1470893.27,4532752.72,2024-08-09 18:15:00
588,2024-08-10,2024-08-10,2024-08-10,46914510.58,2575138.95,7406036.83,1881427.35,1683237.91,60460351.62,18028845.08,14919902.18,4767042.5,3788493.48,3986024.88,1979611.02,1655811.04,964915.47,2446094.03,952773.03,53489512.71,6970838.91,464634.87,296033.16,-47201.26,6755035.94,1654983.81,5100052.13,2024-08-10 18:15:00
589,2024-08-11,2024-08-11,2024-08-11,44881416.51,2213663.45,6775661.81,1569473.05,1596732.03,57036946.85,15676990.66,13262559.68,4607438.42,3600711.42,3981828.16,1882161.56,1500639.8,850350.7,2298753.22,878159.92,48539593.54,8497353.31,304563.65,276871.83,-12775.98,8456885.51,2071936.95,6384948.56,2024-08-11 18:15:00
590,2024-08-12,2024-08-12,2024-08-12,44420304.41,2254039.46,7198397.25,1797797.63,1661132.15,57331670.9,16515421.09,13454339.66,4651974.57,3772572.26,3839054.06,1908603.4,1470231.54,756959.79,2386097.5,1129504.26,49884758.13,7446912.77,312476.02,253707.18,-99291.05,7288852.88,1785768.96,5503083.92,2024-08-12 18:15:00
591,2024-08-13,2024-08-13,2024-08-13,38243571.68,2233884.25,6307122.93,1665223.6,1802278.9,50252081.36,14248607.95,11785509.89,3975917.79,3021746.53,3388614.11,1576558.35,1329807.54,930044.58,2137914.64,669039.64,43063761.02,7188320.34,364884.85,157827.32,-1002.97,6980259.84,1710163.66,5270096.18,2024-08-13 18:15:00
592,2024-08-14,2024-08-14,2024-08-14,41096216.75,2188696.42,6603201.61,1533437.77,1743806.08,53165358.63,14925203.62,12471246.08,4032068.18,3076108.06,3585924.56,1732976.58,1491106.35,854528.1,2245577.35,694474.98,45109213.86,8056144.77,258531.88,228387.23,76072.49,8102072.61,1985007.79,6117064.82,2024-08-14 18:15:00
593,2024-08-15,2024-08-15,2024-08-15,43185984.82,2609776.56,6483146.62,1566529.23,1583211.36,55428648.59,16670531.9,13663593.75,4115000.71,3675198.88,3599783.63,1997642.31,1481919.34,723702.48,2299331.18,795123.85,49021828.03,6406820.56,338599.29,249850.09,-53472.79,6264598.57,1534826.65,4729771.92,2024-08-15 18:15:00
594,2024-08-16,2024-08-16,2024-08-16,44804931.82,2514590.45,7828916.53,1772461.87,1754682.32,58675582.99,16312412.36,14064908.67,4297234.4,3603242.05,3944002.96,1991031.88,1548466.32,956565.06,2426176.31,1084422.36,50228462.37,8447120.62,233255.19,160338.79,-63323.13,8310881.09,2036165.87,6274715.22,2024-08-16 18:15:00
595,2024-08-17,2024-08-17,2024-08-17,44822755.41,2477216.36,8009867.99,1554695.01,1718105.58,58582640.35,17297097.31,14133897.64,4448091.48,3730589.55,4049503.55,2006492.2,1579258.77,977720.05,2398699.39,811149.7,51432499.64,7150140.71,337860.89,183237.87,-28922.68,6966595.01,1706815.78,5259779.23,2024-08-17 18:15:00
596,2024-08-18,2024-08-18,2024-08-18,44836997.29,1954210.43,6880924.56,1446881.82,1492253.76,56611267.86,16246435.3,14113495.45,4116547.04,3323818.07,3959696.75,1672042.31,1458474.93,865298.66,2355871.98,897888.48,49009568.97,7601698.89,268041.37,107211.16,42761.0,7483629.68,1833489.27,5650140.41,2024-08-18 18:15:00
597,2024-08-19,2024-08-19,2024-08-19,39719449.55,2875870.43,5806687.86,1647104.55,1668771.79,51717884.18,14652695.05,12455455.74,4328678.27,3215072.21,3346373.12,1856442.79,1358944.39,790851.55,2278297.01,886548.85,45169358.98,6548525.2,204874.53,143679.17,78376.72,6565706.56,1608598.11,4957108.45,2024-08-19 18:15:00
598,2024-08-20,2024-08-20,2024-08-20,41509268.27,2296948.39,6265443.18,1465504.51,1848792.01,53385956.36,15884142.58,13102940.34,3843788.86,3080860.92,3414715.12,1741928.25,1348879.84,853116.03,2169399.19,883962.92,46323734.05,7062222.31,206365.85,254115.13,20416.14,7130387.73,1746944.99,5383442.74,2024-08-20 18:15:00
599,2024-08-21,2024-08-21,2024-08-21,38579008.04,2884971.19,7121498.48,1482012.82,1847298.49,51914789.02,14901901.85,12607224.84,3944696.78,3176729.25,3484742.27,1881804.01,1229039.54,893069.05,2100122.71,884428.01,45103758.31,6811030.71,184348.98,209727.99,-56570.48,6779839.24,1661060.61,5118778.63,2024-08-21 18:15:00
600,2024-08-22,2024-08-22,2024-08-22,39060061.73,2194680.46,6906358.6,1349859.71,1680915.06,51191875.56,14513644.87,12553492.54,3685815.04,3023199.2,3543418.45,1756319.0,1357314.38,824187.15,2064999.18,913056.9,44235446.71,6956428.85,231333.38,185416.37,648.42,6911160.26,1693234.26,5217926.0,2024-08-22 18:15:00
601,2024-08-23,2024-08-23,2024-08-23,44876420.87,2325243.01,8220977.99,1896030.66,1869003.26,59187675.79,17674193.48,14018633.6,4620360.59,3454609.26,4008141.63,1945847.7,1569658.35,1033607.72,2461263.81,924302.17,51710618.31,7477057.48,197269.29,38853.12,80662.87,7399304.18,1812829.52,5586474.66,2024-08-23 18:15:00
602,2024-08-24,2024-08-24,2024-08-24,46407294.64,2052261.51,7642527.73,1872168.97,1525341.31,59499594.16,17710342.35,14277397.76,4576804.12,3575368.22,4067427.49,1823330.6,1521311.24,1019300.59,2250118.89,838105.46,51659506.72,7840087.44,282897.6,139235.05,-13756.02,7682668.87,1882253.87,5800415.0,2024-08-24 18:15:00
603,2024-08-25,2024-08-25,2024-08-25,44447075.02,2568085.1,7889393.59,1636215.47,1531765.06,58072534.24,17278330.14,13352446.5,4387957.76,3193989.38,3732873.58,2227063.8,1600115.02,915874.44,2369208.84,888186.76,49946046.22,8126488.02,269929.84,197024.6,6568.25,8060151.03,1974737.0,6085414.03,2024-08-25 18:15:00
604,2024-08-26,2024-08-26,2024-08-26,39384347.7,2280042.23,6223575.88,1288527.09,1676498.65,50852991.55,12713247.88,12359528.8,3728207.5,2925078.96,3348975.88,1810696.77,1267134.25,733782.03,2152147.94,728311.11,41767111.12,9085880.43,234477.29,161249.34,15825.18,9028477.66,2211977.03,6816500.63,2024-08-26 18:15:00
605,2024-08-27,2024-08-27,2024-08-27,36983772.14,2289893.52,5526208.28,1331507.11,2039263.78,48170644.83,13999432.36,11878513.5,3714599.27,3051477.52,3015856.91,1720951.62,1124443.67,759811.44,1936973.12,963412.9,42165472.31,6005172.52,225150.76,161405.06,-68626.0,5872800.82,1438836.2,4433964.62,2024-08-27 18:15:00
606,2024-08-28,2024-08-28,2024-08-28,39506435.06,2234008.82,6206578.13,1550440.22,1762481.45,51259943.68,14798843.55,12712752.96,3843779.2,3180320.64,3419808.37,1929304.1,1279157.36,847146.56,2116013.39,714291.26,44841417.39,6418526.29,166288.53,187723.42,46037.41,6485998.59,1589069.65,4896928.94,2024-08-28 18:15:00
607,2024-08-29,2024-08-29,2024-08-29,41703251.21,2670616.43,6927278.24,1618087.27,1671497.24,54590730.39,15645535.49,13075490.42,4185918.75,3154112.6,3421286.29,1880550.98,1293177.49,876721.31,2410945.19,871611.0,46815349.52,7775380.87,229999.23,140560.06,39759.59,7725701.29,1892796.82,5832904.47,2024-08-29 18:15:00
608,2024-08-30,2024-08-30,2024-08-30,42171446.54,2662380.06,6890022.06,1568587.21,2048924.38,55341360.25,16237821.37,13816079.06,4710579.35,3466783.18,3855373.76,2031293.57,1466936.45,920571.7,2296522.55,664000.52,49465961.51,5875398.74,104767.3,173066.36,-89050.52,5854647.28,1434388.58,4420258.7,2024-08-30 18:15:00
609,2024-08-31,2024-08-31,2024-08-31,42227450.49,2889657.83,6884766.87,1602478.49,1669096.68,55273450.36,16045454.3,13092812.62,4313661.88,3226054.87,3875201.87,1826392.3,1374754.8,932099.41,2080556.79,843784.42,47610773.26,7662677.1,253158.5,189211.06,-58908.55,7539821.11,1847256.17,5692564.94,2024-08-31 18:15:00
610,2024-09-01,2024-09-01,2024-09-01,41279206.45,2136132.47,6818659.63,1698888.21,1959379.78,53892266.54,15081257.05,13011471.8,4287180.96,3404153.07,3625941.05,1911836.62,1373015.1,890885.43,2095610.13,777438.64,46458789.85,7433476.69,158927.78,145660.15,-41620.59,7378588.47,1807754.18,5570834.29,2024-09-01 18:15:00
611,2024-09-02,2024-09-02,2024-09-02,33231094.67,2304124.12,5190030.13,1238485.69,1450252.69,43413987.3,11754891.07,10387764.74,3283354.81,2633192.16,2777403.49,1421365.55,1104699.22,682670.69,1763627.9,709878.2,36518847.83,6895139.47,194720.8,232188.83,36599.44,6969206.94,1707455.7,5261751.24,2024-09-02 18:15:00
612,2024-09-03,2024-09-03,2024-09-03,35179972.29,2034862.15,5576608.66,1342941.79,1357467.23,45491852.12,13138375.37,10626773.85,3385401.55,2730631.62,3082137.82,1500880.03,1028686.27,751520.1,1810314.64,746225.87,38800947.12,6690905.0,144615.06,130068.53,-32680.77,6643677.7,1627701.04,5015976.66,2024-09-03 18:15:00
613,2024-09-04,2024-09-04,2024-09-04,33427523.29,2212404.51,5069130.87,1096081.68,1514203.04,43319343.39,12216106.73,10490750.42,3358707.19,2630645.5,3063468.81,1481261.68,987154.25,789949.2,1782810.82,772557.04,37573411.64,5745931.75,65043.3,36002.78,19860.68,5736751.91,1405504.22,4331247.69,2024-09-04 18:15:00
614,2024-09-05,2024-09-05,2024-09-05,35406212.25,2183272.88,5855908.69,1680369.83,1498865.86,46624629.51,13056134.43,11231696.65,4089561.88,3202113.6,3168212.16,1467053.39,1156368.18,676528.99,1891008.06,824096.79,40762774.13,5861855.38,353468.25,213997.35,-6182.53,5716201.95,1400469.48,4315732.47,2024-09-05 18:15:00
615,2024-09-06,2024-09-06,2024-09-06,35150468.06,2367140.46,5226538.25,1290233.84,1395291.61,45429672.22,12717171.48,11048592.45,3480804.43,2667793.69,3151454.91,1574540.13,1157082.83,749012.07,1942077.93,675420.66,39163950.58,6265721.64,191913.74,102444.15,5209.63,6181461.68,1514458.11,4667003.57,2024-09-06 18:15:00
616,2024-09-07,2024-09-07,2024-09-07,35979588.57,2472955.51,5488717.03,1325583.63,2027468.33,47294313.07,13571684.24,11239320.35,3749913.97,2917097.91,3122827.86,1578498.95,992285.25,843352.35,1861646.18,620086.51,40496713.57,6797599.5,336610.93,214370.93,23620.87,6698980.37,1641250.19,5057730.18,2024-09-07 18:15:00
617,2024-09-08,2024-09-08,2024-09-08,37863108.32,2473155.46,6234714.24,1487713.84,1604122.68,49662814.54,14203801.75,11765886.9,3705074.13,3145846.59,3240875.09,1491119.98,1212890.4,736271.59,2020717.89,662789.36,42185273.68,7477540.86,167929.01,127154.7,13654.56,7450421.11,1825353.17,5625067.94,2024-09-08 18:15:00
618,2024-09-09,2024-09-09,2024-09-09,36553099.3,2141277.49,5638733.99,1282938.8,1631122.02,47247171.6,12995869.0,11047546.41,3401796.36,2745663.61,3158864.44,1563157.38,978187.21,803253.89,1952531.31,737314.6,39384184.21,7862987.39,333257.93,176265.93,1640.13,7707635.52,1888370.7,5819264.82,2024-09-09 18:15:00
619,2024-09-10,2024-09-10,2024-09-10,31726939.37,2484514.76,4713534.25,1160087.41,1459412.45,41544488.24,11902324.95,10220837.63,3112203.44,2335515.9,2623392.74,1383842.36,962885.99,711853.06,1724582.4,636277.61,35613716.08,5930772.16,115065.86,142641.65,16069.03,5974416.98,1463732.16,4510684.82,2024-09-10 18:15:00
620,2024-09-11,2024-09-11,2024-09-11,34401321.65,2297281.94,5867376.82,1259711.63,1437944.3,45263636.34,12616765.24,11289361.58,3968412.73,2679458.15,3237625.4,1616168.6,1160581.6,657370.75,1865776.5,702303.94,39793824.49,5469811.85,213598.34,195138.19,11889.79,5463241.49,1338494.17,4124747.32,2024-09-11 18:15:00
621,2024-09-12,2024-09-12,2024-09-12,32758686.43,2250126.4,4790429.28,1080868.6,1735191.86,42615302.57,12638713.99,9864556.71,3435294.85,2696627.72,2867127.73,1473227.88,1215160.66,712202.35,1593091.69,593621.76,37089625.34,5525677.23,113546.83,131404.53,-9092.7,5534442.23,1355938.35,4178503.88,2024-09-12 18:15:00
