id,date,total_revenue,total_operating_cost,gross_profit,non_operating_income,non_operating_expense,pre_tax_income,tax_provision,net_income,operating_margin,net_margin,ebitda,created_at
338,2023-12-04,53282450.43,47855497.2,5426953.23,183717.27,457037.45,5153633.05,1262640.1,3890992.95,10.19,7.3,7788407.52,2023-12-04 18:10:00
339,2023-12-05,52286275.34,46419228.27,5867047.07,310686.82,359557.15,5818176.74,1425453.3,4392723.44,11.22,8.4,8123867.34,2023-12-05 18:10:00
340,2023-12-06,49868722.03,44893182.54,4975539.49,287066.65,430362.94,4832243.2,1183899.58,3648343.62,9.98,7.32,6944953.19,2023-12-06 18:10:00
341,2023-12-07,49555410.35,44271738.64,5283671.71,265196.77,192128.69,5356739.79,1312401.25,4044338.54,10.66,8.16,7379227.5,2023-12-07 18:10:00
342,2023-12-08,54922830.2,49438194.66,5484635.54,178466.36,373340.99,5289760.91,1295991.42,3993769.49,9.99,7.27,7757605.11,2023-12-08 18:10:00
343,2023-12-09,57958070.4,52375706.37,5582364.03,145095.2,243992.49,5483466.74,1343449.35,4140017.39,9.63,7.14,7858484.75,2023-12-09 18:10:00
344,2023-12-10,59960637.85,53270703.92,6689933.93,276705.5,389464.37,6577175.06,1611407.89,4965767.17,11.16,8.28,9173844.9,2023-12-10 18:10:00
345,2023-12-11,54797988.43,49553737.01,5244251.42,322998.89,490685.9,5076564.41,1243758.28,3832806.13,9.57,6.99,7648678.38,2023-12-11 18:10:00
346,2023-12-12,49709262.52,44037020.5,5672242.02,301265.93,156443.23,5817064.72,1425180.86,4391883.86,11.41,8.84,7799490.08,2023-12-12 18:10:00
347,2023-12-13,50155435.41,44439663.78,5715771.63,269664.35,163606.91,5821829.07,1426348.12,4395480.95,11.4,8.76,7695899.46,2023-12-13 18:10:00
348,2023-12-14,54326521.31,49006335.26,5320186.05,207761.93,429774.36,5098173.62,1249052.54,3849121.08,9.79,7.09,7548691.24,2023-12-14 18:10:00
349,2023-12-15,55340803.0,49553289.11,5787513.89,182275.39,330481.69,5639307.59,1381630.36,4257677.23,10.46,7.69,8097301.3,2023-12-15 18:10:00
350,2023-12-16,62107666.36,56343386.78,5764279.58,277913.16,518134.85,5524057.89,1353394.18,4170663.71,9.28,6.72,8149533.49,2023-12-16 18:10:00
351,2023-12-17,61108628.48,54365392.38,6743236.1,274311.99,267987.64,6749560.45,1653642.31,5095918.14,11.03,8.34,9093281.05,2023-12-17 18:10:00
352,2023-12-18,55234952.13,49335022.2,5899929.93,340299.39,337064.73,5903164.59,1446275.32,4456889.27,10.68,8.07,8177374.26,2023-12-18 18:10:00
353,2023-12-19,50331983.74,45170747.12,5161236.62,190276.46,371261.68,4980251.4,1220161.59,3760089.81,10.25,7.47,7237507.08,2023-12-19 18:10:00
354,2023-12-20,55032710.77,49952501.44,5080209.33,214904.17,353332.04,4941781.46,1210736.46,3731045.0,9.23,6.78,7184757.69,2023-12-20 18:10:00
355,2023-12-21,55414236.61,49486051.05,5928185.56,420177.71,134241.28,6214121.99,1522459.89,4691662.1,10.7,8.47,8232418.15,2023-12-21 18:10:00
356,2023-12-22,59314011.54,53427416.71,5886594.83,404926.87,690723.32,5600798.38,1372195.6,4228602.78,9.92,7.13,8415177.48,2023-12-22 18:10:00
357,2023-12-23,60763434.97,53930747.3,6832687.67,192974.3,390383.74,6635278.23,1625643.17,5009635.06,11.24,8.24,9304091.37,2023-12-23 18:10:00
358,2023-12-24,58351310.91,52126752.99,6224557.92,391136.3,193677.68,6422016.54,1573394.05,4848622.49,10.67,8.31,8622196.81,2023-12-24 18:10:00
359,2023-12-25,56769435.58,50576042.21,6193393.37,159929.57,376290.51,5977032.43,1464372.95,4512659.48,10.91,7.95,8569598.31,2023-12-25 18:10:00
360,2023-12-26,53608013.09,48097765.86,5510247.23,206332.52,367659.3,5348920.45,1310485.51,4038434.94,10.28,7.53,7743479.0,2023-12-26 18:10:00
361,2023-12-27,56481089.26,50477770.19,6003319.07,227033.35,451162.31,5779190.11,1415901.58,4363288.53,10.63,7.73,8177675.3,2023-12-27 18:10:00
362,2023-12-28,56387823.04,50375548.97,6012274.07,247182.37,442886.3,5816570.14,1425059.68,4391510.46,10.66,7.79,8247618.09,2023-12-28 18:10:00
363,2023-12-29,65608349.61,58345048.51,7263301.1,356229.36,365590.12,7253940.34,1777215.38,5476724.96,11.07,8.35,9914286.5,2023-12-29 18:10:00
364,2023-12-30,60451447.71,53701983.3,6749464.41,281686.21,154504.27,6876646.35,1684778.36,5191867.99,11.17,8.59,9149916.4,2023-12-30 18:10:00
365,2023-12-31,61986623.75,55862517.94,6124105.81,336097.12,429116.42,6031086.51,1477616.19,4553470.32,9.88,7.35,8801956.02,2023-12-31 18:10:00
366,2024-01-01,47375114.99,41253726.64,6121388.35,184632.13,128631.39,6177389.09,1513460.33,4663928.76,12.92,9.84,8108855.62,2024-01-01 18:10:00
367,2024-01-02,44622129.34,40159872.24,4462257.1,225847.5,376186.38,4311918.22,1056419.96,3255498.26,10.0,7.3,6217486.94,2024-01-02 18:10:00
368,2024-01-03,45239261.44,41297538.49,3941722.95,208935.28,205136.71,3945521.52,966652.77,2978868.75,8.71,6.58,5781988.08,2024-01-03 18:10:00
369,2024-01-04,47058306.23,42402440.05,4655866.18,113763.69,342110.15,4427519.72,1084742.33,3342777.39,9.89,7.1,6665048.24,2024-01-04 18:10:00
370,2024-01-05,53481899.8,49444294.48,4037605.32,279417.0,250705.09,4066317.23,996247.72,3070069.51,7.55,5.74,6178520.05,2024-01-05 18:10:00
371,2024-01-06,51107012.48,45349549.19,5757463.29,237345.21,256349.13,5738459.37,1405922.55,4332536.82,11.27,8.48,7918133.66,2024-01-06 18:10:00
372,2024-01-07,51145465.24,46343617.04,4801848.2,175384.74,224940.84,4752292.1,1164311.56,3587980.54,9.39,7.02,7004927.33,2024-01-07 18:10:00
373,2024-01-08,48153720.85,42707945.19,5445775.66,186005.15,357886.31,5273894.5,1292104.15,3981790.35,11.31,8.27,7507920.78,2024-01-08 18:10:00
374,2024-01-09,47063897.27,41615669.61,5448227.66,183526.56,223897.36,5407856.86,1324924.93,4082931.93,11.58,8.68,7390583.23,2024-01-09 18:10:00
375,2024-01-10,45864658.32,41194276.47,4670381.85,189541.31,345684.87,4514238.29,1105988.38,3408249.91,10.18,7.43,6636899.59,2024-01-10 18:10:00
376,2024-01-11,51286793.56,47223570.86,4063222.7,366107.55,246669.95,4182660.3,1024751.77,3157908.53,7.92,6.16,6125805.37,2024-01-11 18:10:00
377,2024-01-12,51845009.77,47082263.07,4762746.7,395856.44,287074.3,4871528.84,1193524.57,3678004.27,9.19,7.09,7081712.91,2024-01-12 18:10:00
378,2024-01-13,47905476.06,43617170.23,4288305.83,47905.48,290840.37,4045370.94,991115.88,3054255.06,8.95,6.38,6269737.37,2024-01-13 18:10:00
379,2024-01-14,54479587.26,48959291.1,5520296.16,285051.45,343637.8,5461709.81,1338118.9,4123590.91,10.13,7.57,7847674.55,2024-01-14 18:10:00
380,2024-01-15,46981342.51,42974269.52,4007072.99,278713.39,195047.33,4090739.05,1002231.07,3088507.98,8.53,6.57,5907796.54,2024-01-15 18:10:00
381,2024-01-16,47767038.61,42720525.74,5046512.87,199469.65,353839.85,4892142.67,1198574.95,3693567.72,10.56,7.73,7040744.78,2024-01-16 18:10:00
382,2024-01-17,48171348.53,43863933.0,4307415.53,283832.09,262886.54,4328361.08,1060448.46,3267912.62,8.94,6.78,6321709.87,2024-01-17 18:10:00
383,2024-01-18,45237845.02,40728148.68,4509696.34,315816.77,320636.86,4504876.25,1103694.68,3401181.57,9.97,7.52,6301420.34,2024-01-18 18:10:00
384,2024-01-19,52628619.01,46895728.42,5732890.59,128531.56,314063.57,5547358.58,1359102.85,4188255.73,10.89,7.96,7815001.64,2024-01-19 18:10:00
385,2024-01-20,50581158.4,45905927.35,4675231.05,237763.96,362813.99,4550181.02,1114794.35,3435386.67,9.24,6.79,6733542.58,2024-01-20 18:10:00
386,2024-01-21,51740955.65,46175884.66,5565070.99,384700.25,267879.3,5681891.94,1392063.53,4289828.41,10.76,8.29,7772236.62,2024-01-21 18:10:00
387,2024-01-22,48933856.56,43974122.66,4959733.9,129349.41,216326.98,4872756.33,1193825.3,3678931.03,10.14,7.52,6831593.79,2024-01-22 18:10:00
388,2024-01-23,51330618.35,46343336.05,4987282.3,222115.36,351805.5,4857592.16,1190110.08,3667482.08,9.72,7.14,7063899.74,2024-01-23 18:10:00
389,2024-01-24,48500057.8,42525617.95,5974439.85,185629.32,243108.11,5916961.06,1449655.46,4467305.6,12.32,9.21,8058235.57,2024-01-24 18:10:00
390,2024-01-25,47423214.91,42699335.4,4723879.51,288230.67,422899.98,4589210.2,1124356.5,3464853.7,9.96,7.31,6580584.02,2024-01-25 18:10:00
391,2024-01-26,50501627.26,44586550.13,5915077.13,317497.11,309843.31,5922730.93,1451069.08,4471661.85,11.71,8.85,8080629.88,2024-01-26 18:10:00
392,2024-01-27,54907802.98,49493586.0,5414216.98,260454.67,178600.67,5496070.98,1346537.39,4149533.59,9.86,7.56,7572549.95,2024-01-27 18:10:00
393,2024-01-28,53547659.57,48628577.04,4919082.53,243551.57,258585.29,4904048.81,1201491.96,3702556.85,9.19,6.91,7040918.59,2024-01-28 18:10:00
394,2024-01-29,51513564.04,46063696.32,5449867.72,98971.89,206125.91,5342713.7,1308964.86,4033748.84,10.58,7.83,7550547.97,2024-01-29 18:10:00
395,2024-01-30,49592298.82,43875107.53,5717191.29,329020.29,403970.81,5642240.77,1382348.99,4259891.78,11.53,8.59,7889839.25,2024-01-30 18:10:00
396,2024-01-31,48715027.88,43170841.13,5544186.75,193410.87,367656.27,5369941.35,1315635.63,4054305.72,11.38,8.32,7494735.94,2024-01-31 18:10:00
397,2024-02-01,48204992.33,42923180.29,5281812.04,206631.3,283344.77,5205098.57,1275249.15,3929849.42,10.96,8.15,7132910.54,2024-02-01 18:10:00
398,2024-02-02,53516016.15,47353499.86,6162516.29,318816.3,352143.27,6129189.32,1501651.38,4627537.94,11.52,8.65,8244133.9,2024-02-02 18:10:00
399,2024-02-03,54546633.05,48931748.59,5614884.46,261627.44,317714.56,5558797.34,1361905.35,4196891.99,10.29,7.69,7927548.37,2024-02-03 18:10:00
400,2024-02-04,51228280.72,46500007.74,4728272.98,307664.91,395523.52,4640414.37,1136901.52,3503512.85,9.23,6.84,6724530.97,2024-02-04 18:10:00
401,2024-02-05,51681701.82,46870432.6,4811269.22,279345.55,363821.78,4726792.99,1158064.28,3568728.71,9.31,6.91,7022313.04,2024-02-05 18:10:00
402,2024-02-06,49549930.78,44728644.7,4821286.08,238121.14,366667.08,4692740.14,1149721.33,3543018.81,9.73,7.15,6858020.44,2024-02-06 18:10:00
403,2024-02-07,51316024.51,46846881.99,4469142.52,254818.14,288206.6,4435754.06,1086759.74,3348994.32,8.71,6.53,6570615.48,2024-02-07 18:10:00
404,2024-02-08,47233952.2,42258750.25,4975201.95,133003.29,223741.58,4884463.66,1196693.6,3687770.06,10.53,7.81,6932858.27,2024-02-08 18:10:00
405,2024-02-09,52781841.09,47661976.35,5119864.74,225723.12,386897.55,4958690.31,1214879.13,3743811.18,9.7,7.09,7220509.15,2024-02-09 18:10:00
406,2024-02-10,53528520.79,48346163.01,5182357.78,327919.5,487253.03,5023024.25,1230640.94,3792383.31,9.68,7.08,7388097.25,2024-02-10 18:10:00
407,2024-02-11,56273194.38,49371704.75,6901489.63,177375.36,462116.65,6616748.34,1621103.34,4995645.0,12.26,8.88,9107983.56,2024-02-11 18:10:00
408,2024-02-12,51422038.41,45244602.05,6177436.36,176227.74,471196.46,5882467.64,1441204.57,4441263.07,12.01,8.64,8389784.02,2024-02-12 18:10:00
409,2024-02-13,45656971.08,40604976.16,5051994.92,145214.9,288737.59,4908472.23,1202575.7,3705896.53,11.07,8.12,6853575.95,2024-02-13 18:10:00
410,2024-02-14,47165295.35,42573823.57,4591471.78,223095.19,191491.94,4623075.03,1132653.38,3490421.65,9.73,7.4,6556298.79,2024-02-14 18:10:00
411,2024-02-15,45640806.14,39609063.93,6031742.21,301402.45,193408.65,6139736.01,1504235.32,4635500.69,13.22,10.16,7832175.01,2024-02-15 18:10:00
412,2024-02-16,49665310.71,44476348.03,5188962.68,264256.2,435025.39,5018193.49,1229457.41,3788736.08,10.45,7.63,7185517.76,2024-02-16 18:10:00
413,2024-02-17,56025322.44,49479746.85,6545575.59,69166.41,127519.96,6487222.04,1589369.4,4897852.64,11.68,8.74,8811197.72,2024-02-17 18:10:00
414,2024-02-18,55330100.36,50014679.1,5315421.26,302818.18,498497.28,5119742.16,1254336.83,3865405.33,9.61,6.99,7805275.78,2024-02-18 18:10:00
415,2024-02-19,49356296.45,44522374.91,4833921.54,189373.44,218388.32,4804906.66,1177202.13,3627704.53,9.79,7.35,6856460.19,2024-02-19 18:10:00
416,2024-02-20,50013933.63,43967153.8,6046779.83,263277.02,492476.2,5817580.65,1425307.26,4392273.39,12.09,8.78,8035719.2,2024-02-20 18:10:00
417,2024-02-21,51657179.59,46951074.37,4706105.22,220873.17,302648.9,4624329.49,1132960.73,3491368.76,9.11,6.76,6789602.85,2024-02-21 18:10:00
418,2024-02-22,50897605.88,46515951.88,4381654.0,163346.46,378939.89,4166060.57,1020684.84,3145375.73,8.61,6.18,6353579.5,2024-02-22 18:10:00
419,2024-02-23,53735688.17,48527565.94,5208122.23,236049.73,578738.35,4865433.61,1192031.23,3673402.38,9.69,6.84,7398164.33,2024-02-23 18:10:00
420,2024-02-24,60410411.88,53834449.65,6575962.23,231842.77,322573.74,6485231.26,1588881.66,4896349.6,10.89,8.11,9220526.48,2024-02-24 18:10:00
421,2024-02-25,54504204.82,47235670.64,7268534.18,270426.56,289206.61,7249754.13,1776189.76,5473564.37,13.34,10.04,9530679.93,2024-02-25 18:10:00
422,2024-02-26,49932763.96,43845069.19,6087694.77,158336.42,230206.1,6015825.09,1473877.15,4541947.94,12.19,9.1,8202602.05,2024-02-26 18:10:00
423,2024-02-27,49682193.26,43081198.09,6600995.17,139748.32,198551.58,6542191.91,1602837.02,4939354.89,13.29,9.94,8570153.1,2024-02-27 18:10:00
424,2024-02-28,46476429.05,41029969.26,5446459.79,260180.76,248200.46,5458440.09,1337317.82,4121122.27,11.72,8.87,7337817.45,2024-02-28 18:10:00
425,2024-02-29,47636977.79,41195669.37,6441308.42,293599.04,232959.98,6501947.48,1592977.13,4908970.35,13.52,10.3,8408994.47,2024-02-29 18:10:00
426,2024-03-01,54754115.93,49062087.22,5692028.71,294034.35,191611.27,5794451.79,1419640.69,4374811.1,10.4,7.99,7877377.16,2024-03-01 18:10:00
427,2024-03-02,60201004.01,52706664.68,7494339.33,212319.35,335863.68,7370795.0,1805844.78,5564950.22,12.45,9.24,9998701.7,2024-03-02 18:10:00
428,2024-03-03,60797903.51,51783744.87,9014158.64,206098.52,419479.58,8800777.58,2156190.51,6644587.07,14.83,10.93,11562997.82,2024-03-03 18:10:00
429,2024-03-04,52659295.07,46145122.39,6514172.68,183057.72,221600.28,6475630.12,1586529.38,4889100.74,12.37,9.28,8716082.77,2024-03-04 18:10:00
430,2024-03-05,55573162.05,49654014.42,5919147.63,324302.32,315383.27,5928066.68,1452376.34,4475690.34,10.65,8.05,8185053.01,2024-03-05 18:10:00
431,2024-03-06,52357994.5,44445067.79,7912926.71,170814.12,461431.47,7622309.36,1867465.79,5754843.57,15.11,10.99,10145281.38,2024-03-06 18:10:00
432,2024-03-07,53562024.4,46315857.44,7246166.96,312055.61,169306.22,7388916.35,1810284.51,5578631.84,13.53,10.42,9421512.19,2024-03-07 18:10:00
433,2024-03-08,56522058.74,47438751.58,9083307.16,308347.88,557495.97,8834159.07,2164368.97,6669790.1,16.07,11.8,11371137.46,2024-03-08 18:10:00
434,2024-03-09,56830455.49,49371894.33,7458561.16,361247.93,264372.6,7555436.49,1851081.94,5704354.55,13.12,10.04,9911494.81,2024-03-09 18:10:00
435,2024-03-10,61802355.7,54754308.68,7048047.02,376668.65,395646.83,7029068.84,1722121.87,5306946.97,11.4,8.59,9479323.92,2024-03-10 18:10:00
436,2024-03-11,54350750.8,48167825.9,6182924.9,288818.99,465151.46,6006592.43,1471615.15,4534977.28,11.38,8.34,8272469.22,2024-03-11 18:10:00
437,2024-03-12,52357307.43,46182416.36,6174891.07,120263.6,480047.42,5815107.25,1424701.28,4390405.97,11.79,8.39,8253385.89,2024-03-12 18:10:00
438,2024-03-13,51120679.28,44699486.87,6421192.41,276828.32,354759.18,6343261.55,1554099.08,4789162.47,12.56,9.37,8546834.37,2024-03-13 18:10:00
439,2024-03-14,53999608.61,47836165.37,6163443.24,252351.52,248991.6,6166803.16,1510866.77,4655936.39,11.41,8.62,8481397.31,2024-03-14 18:10:00
440,2024-03-15,58753059.24,51823179.18,6929880.06,231494.07,260533.24,6900840.89,1690706.02,5210134.87,11.79,8.87,9280544.26,2024-03-15 18:10:00
441,2024-03-16,59913800.07,51703069.64,8210730.43,392036.15,290594.82,8312171.76,2036482.08,6275689.68,13.7,10.47,10830296.95,2024-03-16 18:10:00
442,2024-03-17,58449661.01,53050232.47,5399428.54,249755.2,571550.78,5077632.96,1244020.08,3833612.88,9.24,6.56,7798249.16,2024-03-17 18:10:00
443,2024-03-18,53121992.98,46777885.82,6344107.16,196860.9,278025.05,6262943.01,1534421.04,4728521.97,11.94,8.9,8512903.13,2024-03-18 18:10:00
444,2024-03-19,56045266.33,49133066.86,6912199.47,346700.74,372547.17,6886353.04,1687156.49,5199196.55,12.33,9.28,9138602.88,2024-03-19 18:10:00
445,2024-03-20,54464091.87,47152285.65,7311806.22,211993.91,213089.97,7310710.16,1791123.99,5519586.17,13.43,10.13,9704252.17,2024-03-20 18:10:00
446,2024-03-21,51300041.42,45694866.91,5605174.51,186258.15,189159.27,5602273.39,1372556.98,4229716.41,10.93,8.25,7696911.47,2024-03-21 18:10:00
447,2024-03-22,58614210.74,52079972.84,6534237.9,164663.08,354779.18,6344121.8,1554309.84,4789811.96,11.15,8.17,8820310.4,2024-03-22 18:10:00
448,2024-03-23,58805914.37,52013402.51,6792511.86,192279.81,314641.71,6670149.96,1634186.74,5035963.22,11.55,8.56,9420342.53,2024-03-23 18:10:00
449,2024-03-24,60643499.8,52661595.83,7981903.97,206091.84,333332.37,7854663.44,1924392.54,5930270.9,13.16,9.78,10504097.76,2024-03-24 18:10:00
450,2024-03-25,56392764.5,49603631.85,6789132.65,306301.32,171538.92,6923895.05,1696354.29,5227540.76,12.04,9.27,9168808.38,2024-03-25 18:10:00
451,2024-03-26,50274226.2,44577473.64,5696752.56,149384.41,294256.33,5551880.64,1360210.76,4191669.88,11.33,8.34,7884804.54,2024-03-26 18:10:00
452,2024-03-27,50825926.73,45238452.4,5587474.33,87077.1,462441.74,5212109.69,1276966.87,3935142.82,10.99,7.74,7718183.27,2024-03-27 18:10:00
453,2024-03-28,54652066.63,46481912.43,8170154.2,270792.5,234671.82,8206274.88,2010537.35,6195737.53,14.95,11.34,10490808.51,2024-03-28 18:10:00
454,2024-03-29,59766506.19,52122864.38,7643641.81,212115.7,465872.17,7389885.34,1810521.91,5579363.43,12.79,9.34,10098938.79,2024-03-29 18:10:00
455,2024-03-30,56478821.77,50424595.13,6054226.64,252776.59,112957.64,6194045.59,1517541.17,4676504.42,10.72,8.28,8432018.84,2024-03-30 18:10:00
456,2024-03-31,59227957.12,51494255.16,7733701.96,380458.12,260325.21,7853834.87,1924189.54,5929645.33,13.06,10.01,10159013.56,2024-03-31 18:10:00
457,2024-04-01,57605047.73,50722266.88,6882780.85,265404.72,125534.0,7022651.57,1720549.63,5302101.94,11.95,9.2,9242841.5,2024-04-01 18:10:00
458,2024-04-02,50480492.35,42891417.66,7589074.69,341471.84,427691.3,7502855.23,1838199.53,5664655.7,15.03,11.22,9667839.92,2024-04-02 18:10:00
459,2024-04-03,50118238.26,43168515.32,6949722.94,220408.97,388795.01,6781336.9,1661427.54,5119909.36,13.87,10.22,8974739.2,2024-04-03 18:10:00
460,2024-04-04,53815445.94,45719728.61,8095717.33,323454.22,211566.46,8207605.09,2010863.25,6196741.84,15.04,11.51,10342865.59,2024-04-04 18:10:00
461,2024-04-05,56822887.26,48105043.93,8717843.33,209043.4,373812.45,8553074.28,2095503.2,6457571.08,15.34,11.36,11090356.15,2024-04-05 18:10:00
462,2024-04-06,59010948.89,50765977.33,8244971.56,275081.66,495893.72,8024159.5,1965919.08,6058240.42,13.97,10.27,10736908.03,2024-04-06 18:10:00
463,2024-04-07,57520587.77,49368330.01,8152257.76,178345.34,501256.45,7829346.65,1918189.93,5911156.72,14.17,10.28,10565787.67,2024-04-07 18:10:00
464,2024-04-08,49248327.63,42256494.73,6991832.9,161470.56,255520.94,6897782.52,1689956.72,5207825.8,14.2,10.57,9158762.5,2024-04-08 18:10:00
465,2024-04-09,50421376.65,42500511.29,7920865.36,209904.21,100842.75,8029926.82,1967332.07,6062594.75,15.71,12.02,10067754.36,2024-04-09 18:10:00
466,2024-04-10,52478582.75,43907558.48,8571024.27,131574.25,220563.29,8482035.23,2078098.63,6403936.6,16.33,12.2,10706331.73,2024-04-10 18:10:00
467,2024-04-11,51143821.41,44018996.52,7124824.89,242372.61,385230.05,6981967.45,1710582.03,5271385.42,13.93,10.31,9256479.28,2024-04-11 18:10:00
468,2024-04-12,60583110.71,52438753.48,8144357.23,245110.79,617813.74,7771654.28,1904055.3,5867598.98,13.44,9.69,10756643.24,2024-04-12 18:10:00
469,2024-04-13,60325342.8,51854209.58,8471133.22,292690.71,355397.71,8408426.22,2060064.42,6348361.8,14.04,10.52,10858511.09,2024-04-13 18:10:00
470,2024-04-14,55597456.76,47801845.43,7795611.33,140673.44,266109.24,7670175.53,1879193.0,5790982.53,14.02,10.42,10243087.14,2024-04-14 18:10:00
471,2024-04-15,52694453.76,45571272.35,7123181.41,292591.14,569032.81,6846739.74,1677451.24,5169288.5,13.52,9.81,9222425.21,2024-04-15 18:10:00
472,2024-04-16,50962521.34,44676504.01,6286017.33,359103.36,347129.45,6297991.24,1543007.85,4754983.39,12.33,9.33,8444301.16,2024-04-16 18:10:00
473,2024-04-17,50293615.64,43277761.5,7015854.14,338465.96,178263.91,7176056.19,1758133.77,5417922.42,13.95,10.77,9078390.32,2024-04-17 18:10:00
474,2024-04-18,53011826.64,45734800.5,7277026.14,389947.56,305463.94,7361509.76,1803569.89,5557939.87,13.73,10.48,9446461.0,2024-04-18 18:10:00
475,2024-04-19,58187917.51,48723470.53,9464446.98,265549.09,465494.92,9264501.15,2269802.78,6994698.37,16.27,12.02,11736430.92,2024-04-19 18:10:00
476,2024-04-20,58916677.11,50564034.33,8352642.78,233988.07,345207.64,8241423.21,2019148.69,6222274.52,14.18,10.56,10848426.88,2024-04-20 18:10:00
477,2024-04-21,59542373.11,50889336.43,8653036.68,311488.5,451850.47,8512674.71,2085605.3,6427069.41,14.53,10.79,10979206.12,2024-04-21 18:10:00
478,2024-04-22,52793412.95,44492191.57,8301221.38,218705.71,147292.84,8372634.25,2051295.39,6321338.86,15.72,11.97,10351498.16,2024-04-22 18:10:00
479,2024-04-23,51993083.52,43894604.83,8098478.69,98232.83,162824.23,8033887.29,1968302.39,6065584.9,15.58,11.67,10320639.92,2024-04-23 18:10:00
480,2024-04-24,53641014.97,47196739.82,6444275.15,307306.65,243009.24,6508572.56,1594600.28,4913972.28,12.01,9.16,8787551.15,2024-04-24 18:10:00
481,2024-04-25,53550948.29,45504744.19,8046204.1,222150.6,291082.24,7977272.46,1954431.75,6022840.71,15.03,11.25,10188195.51,2024-04-25 18:10:00
482,2024-04-26,59859920.88,51535973.35,8323947.53,137616.21,399139.83,8062423.91,1975293.86,6087130.05,13.91,10.17,10868273.34,2024-04-26 18:10:00
483,2024-04-27,56357436.81,47783090.62,8574346.19,210640.24,409916.97,8375069.46,2051892.02,6323177.44,15.21,11.22,10952336.37,2024-04-27 18:10:00
484,2024-04-28,56133714.27,49313226.53,6820487.74,234779.81,613666.54,6441601.01,1578192.25,4863408.76,12.15,8.66,9114264.1,2024-04-28 18:10:00
485,2024-04-29,54209803.83,47427873.84,6781929.99,244906.27,245184.79,6781651.47,1661504.61,5120146.86,12.51,9.45,9113153.5,2024-04-29 18:10:00
486,2024-04-30,50977987.26,44776425.72,6201561.54,231224.3,273854.87,6158930.97,1508938.09,4649992.88,12.17,9.12,8279147.32,2024-04-30 18:10:00
487,2024-05-01,51825561.68,44104785.65,7720776.03,339640.35,237293.16,7823123.22,1916665.19,5906458.03,14.9,11.4,9885856.31,2024-05-01 18:10:00
488,2024-05-02,50806244.59,43230684.85,7575559.74,130429.25,414516.8,7291472.19,1786410.69,5505061.5,14.91,10.84,9563066.76,2024-05-02 18:10:00
489,2024-05-03,54849588.73,45964737.31,8884851.42,234305.58,453490.96,8665666.04,2123088.18,6542577.86,16.2,11.93,11034047.84,2024-05-03 18:10:00
490,2024-05-04,59523327.17,50546146.04,8977181.13,189376.69,303848.07,8862709.75,2171363.89,6691345.86,15.08,11.24,11522015.71,2024-05-04 18:10:00
491,2024-05-05,57175007.06,48683381.84,8491625.22,365019.67,579268.11,8277376.78,2027957.31,6249419.47,14.85,10.93,10883073.25,2024-05-05 18:10:00
492,2024-05-06,51401140.78,42969431.76,8431709.02,188016.06,235530.41,8384194.67,2054127.69,6330066.98,16.4,12.32,10528172.12,2024-05-06 18:10:00
493,2024-05-07,51294549.13,43819399.63,7475149.5,204370.58,413425.64,7266094.44,1780193.14,5485901.3,14.57,10.69,9725019.1,2024-05-07 18:10:00
494,2024-05-08,50181067.48,42525299.35,7655768.13,304827.05,447065.39,7513529.79,1840814.8,5672714.99,15.26,11.3,9856005.89,2024-05-08 18:10:00
495,2024-05-09,50690152.7,43446326.15,7243826.55,328835.24,166103.54,7406558.25,1814606.77,5591951.48,14.29,11.03,9355515.05,2024-05-09 18:10:00
496,2024-05-10,58005724.2,49665612.28,8340111.92,389156.65,415046.3,8314222.27,2036984.46,6277237.81,14.38,10.82,10591692.12,2024-05-10 18:10:00
497,2024-05-11,56014494.53,46517870.32,9496624.21,114008.0,112028.99,9498603.22,2327157.79,7171445.43,16.95,12.8,11783841.74,2024-05-11 18:10:00
498,2024-05-12,54913226.71,47805244.2,7107982.51,286887.08,419999.68,6974869.91,1708843.13,5266026.78,12.94,9.59,9290845.17,2024-05-12 18:10:00
499,2024-05-13,49344264.96,43036374.95,6307890.01,242042.28,187349.73,6362582.56,1558832.73,4803749.83,12.78,9.74,8337630.35,2024-05-13 18:10:00
500,2024-05-14,48428084.43,41361375.91,7066708.52,214205.2,345531.44,6935382.28,1699168.66,5236213.62,14.59,10.81,8984245.36,2024-05-14 18:10:00
501,2024-05-15,53927833.39,46060405.09,7867428.3,248060.06,404996.81,7710491.55,1889070.43,5821421.12,14.59,10.79,9981704.66,2024-05-15 18:10:00
502,2024-05-16,53172463.25,44711657.51,8460805.74,341827.74,438155.82,8364477.66,2049297.03,6315180.63,15.91,11.88,10460413.65,2024-05-16 18:10:00
503,2024-05-17,55504320.62,45803098.15,9701222.47,336238.73,431847.52,9605613.68,2353375.35,7252238.33,17.48,13.07,11990824.87,2024-05-17 18:10:00
504,2024-05-18,55335637.22,46359759.64,8975877.58,323457.26,338199.79,8961135.05,2195478.09,6765656.96,16.22,12.23,11053833.42,2024-05-18 18:10:00
505,2024-05-19,50826559.75,42251482.27,8575077.48,244494.62,266282.73,8553289.37,2095555.9,6457733.47,16.87,12.71,10634551.33,2024-05-19 18:10:00
506,2024-05-20,53100241.05,44708272.53,8391968.52,419804.46,310701.26,8501071.72,2082762.57,6418309.15,15.8,12.09,10624387.37,2024-05-20 18:10:00
