id,date,passenger_mainline,passenger_regional,cargo_mail,ancillary_bags,ancillary_seats,ancillary_wifi,ancillary_other,loyalty_program,contract_carrier,total_revenue,load_factor,rasm,asm,rpm,created_at
549,2024-07-02,35904501.71,8428721.57,2566582.95,3031593.39,1794125.1,929044.46,894657.79,1544704.6,1687880.57,56781812.14,76.7,8.8236,643524817,493568268,2024-07-02 18:00:00
550,2024-07-03,36395117.13,7503037.18,1979233.13,3281534.54,2003438.8,935886.45,974428.5,1806846.55,1796854.22,56676376.5,78.5,8.9095,636130950,499640308,2024-07-03 18:00:00
551,2024-07-04,35940769.92,8270540.07,2469426.93,2914245.67,1896599.73,1097748.03,771675.64,1708600.09,1817473.86,56887079.94,78.3,8.8342,643943752,504386274,2024-07-04 18:00:00
552,2024-07-05,39931697.48,9816643.58,2714503.53,3074149.96,2963353.41,735264.62,615345.76,2098296.16,1474935.43,63424189.93,82.4,9.2396,686441943,565389365,2024-07-05 18:00:00
553,2024-07-06,40165426.47,8239215.37,2680522.04,3104448.22,2701047.95,1252737.96,607654.34,1742284.98,1541493.2,62034830.53,80.7,8.8541,700631561,565677766,2024-07-06 18:00:00
554,2024-07-07,42341429.9,8040385.12,2479176.79,3371152.58,2397932.41,868166.01,876228.35,1987649.86,1795585.28,64157706.3,80.1,8.8713,723202999,579360370,2024-07-07 18:00:00
555,2024-07-08,36695951.7,7333033.4,2346827.53,3126063.94,2370909.2,819727.69,464144.86,1669832.1,1780196.92,56606687.34,77.8,8.8266,641322829,499114380,2024-07-08 18:00:00
556,2024-07-09,37221867.02,7937572.84,2283268.37,3218931.6,1829473.77,965644.54,1086149.63,1723089.45,1609631.01,57875628.23,80.0,9.2701,624328824,499158454,2024-07-09 18:00:00
557,2024-07-10,34718825.94,7709765.69,2348166.81,2884884.5,1896301.68,1273503.78,846713.45,1443400.65,1591515.33,54713077.83,79.1,8.9753,609593743,481926636,2024-07-10 18:00:00
558,2024-07-11,33155574.67,7075624.1,2512172.99,2677869.82,2017148.9,1150819.3,645119.02,1620629.85,1740259.61,52595218.26,77.9,8.5267,616826175,480754442,2024-07-11 18:00:00
559,2024-07-12,37770118.86,7966934.0,2252947.58,3077734.67,2402853.6,1164299.83,663296.53,1816358.27,1946283.84,59060827.18,80.6,9.0878,649894238,523866209,2024-07-12 18:00:00
560,2024-07-13,40441530.73,8513495.24,2555638.44,4448568.38,2394960.67,1190039.34,1056028.52,2120192.47,1743065.93,64463519.72,79.0,9.5381,675850447,533918081,2024-07-13 18:00:00
561,2024-07-14,39686006.93,9692844.27,2822288.83,3067440.55,2459901.74,815582.85,696308.91,1823566.89,2101779.9,63165720.87,81.3,9.2886,680035939,553101182,2024-07-14 18:00:00
562,2024-07-15,34932456.88,8030753.09,2400257.74,2774345.5,2117839.29,1000012.58,626237.4,1534960.19,1612320.96,55029183.63,76.2,8.4748,649326203,495069007,2024-07-15 18:00:00
563,2024-07-16,36741698.07,7482066.84,2154036.67,4041586.79,2156420.99,948050.22,695748.74,1835118.19,1799979.04,57854705.55,79.2,9.1694,630956770,499996505,2024-07-16 18:00:00
564,2024-07-17,33212462.63,8258057.6,2155325.41,2962888.21,1914061.96,821454.55,745830.67,1395885.86,1684418.79,53150385.68,78.5,8.7245,609206864,478120707,2024-07-17 18:00:00
565,2024-07-18,37110145.33,8003821.64,2566900.43,2642249.52,2100058.71,1062063.13,908574.73,1908386.35,1883334.29,58185534.13,81.2,8.9033,653527728,530520379,2024-07-18 18:00:00
566,2024-07-19,39037157.22,8612453.76,2406904.75,3647119.49,2414662.88,1019477.22,1045051.59,2007064.6,1594215.0,61784106.51,79.5,8.9564,689831715,548265873,2024-07-19 18:00:00
567,2024-07-20,40210435.94,8537702.33,2590034.81,3051956.45,2544778.75,1265711.86,1052704.6,2102458.72,2166096.77,63521880.23,80.7,9.1959,690764901,557165535,2024-07-20 18:00:00
568,2024-07-21,38287576.25,8101319.9,2318747.84,3602501.6,2358012.11,775560.07,842445.17,1833328.41,1402314.92,59521806.27,82.9,8.9127,667834427,553792570,2024-07-21 18:00:00
569,2024-07-22,35875753.63,8654711.66,2585214.87,2973754.75,1814280.76,1015285.47,935714.56,1563017.55,2121359.81,57539093.06,79.7,8.8097,653130891,520400626,2024-07-22 18:00:00
570,2024-07-23,34251800.77,8374706.12,2395477.14,2760765.07,1781387.42,838607.77,661607.84,1594282.22,1778209.56,54436843.91,77.4,8.5972,633193391,490056199,2024-07-23 18:00:00
571,2024-07-24,32786055.65,7885977.68,2286060.18,3314396.45,2071785.43,864288.19,482497.17,1570463.36,1875832.37,53137356.48,78.5,8.9145,596075810,467796935,2024-07-24 18:00:00
572,2024-07-25,35950334.2,7686593.39,2352639.13,3259401.59,2580277.23,1050415.04,694397.81,1553028.98,2040938.05,57168025.42,78.2,9.0082,634621810,496229998,2024-07-25 18:00:00
573,2024-07-26,37835197.39,9116239.72,2199961.28,3584124.25,2316245.2,890291.27,710354.24,1992612.67,1940269.56,60585295.58,81.0,8.9139,679671920,550588812,2024-07-26 18:00:00
574,2024-07-27,38506458.68,8632566.44,2822964.82,3440521.15,2183572.38,1103476.84,749799.75,1882982.03,1605099.81,60927441.9,79.8,9.0287,674821169,538570683,2024-07-27 18:00:00
575,2024-07-28,37266027.72,10042194.9,2419093.39,3001985.54,2302843.88,1011796.77,676844.27,1547989.25,1885894.71,60154670.43,80.5,8.7885,684470223,551120442,2024-07-28 18:00:00
576,2024-07-29,35029898.0,6410695.52,2566325.04,3191698.16,1783211.97,888275.98,706047.27,1941159.67,2153446.53,54670758.14,76.2,8.9048,613947604,467727096,2024-07-29 18:00:00
577,2024-07-30,35213497.09,7586739.46,2338242.69,3418954.28,2481549.55,919695.91,862028.83,1636967.95,1571900.34,56029576.1,78.2,8.5642,654232835,511862600,2024-07-30 18:00:00
578,2024-07-31,35357411.48,7749145.05,2240109.43,3053019.86,2174224.58,968149.3,1020451.26,1433017.67,2206424.41,56201953.04,78.6,8.7028,645790643,507531433,2024-07-31 18:00:00
579,2024-08-01,34738252.04,7195675.4,2361191.18,3578610.57,1898248.94,865977.86,524499.46,1453751.71,1808625.35,54424832.51,77.8,8.7864,619421989,481606743,2024-08-01 18:00:00
580,2024-08-02,38732164.01,7977183.59,2621329.25,3621646.04,2272247.05,1085599.73,652600.61,2069804.94,1638751.29,60671326.51,78.6,9.0682,669058148,525598799,2024-08-02 18:00:00
581,2024-08-03,36529358.58,8281070.87,2311582.68,3182431.35,2037743.15,982175.59,688001.79,2013678.14,1543318.82,57569360.97,81.7,9.1178,631397937,515558190,2024-08-03 18:00:00
582,2024-08-04,37147489.6,8456754.91,2246918.27,3250957.55,2618651.35,949299.26,931026.32,1896283.7,1682300.15,59179681.11,80.9,9.1797,644679999,521383133,2024-08-04 18:00:00
583,2024-08-05,33732035.21,7867751.76,2448315.04,2913515.87,1969346.35,1159011.44,714451.6,1774188.45,1323026.1,53901641.82,77.0,8.6333,624342788,480962979,2024-08-05 18:00:00
584,2024-08-06,32846093.33,5888989.26,2518111.77,2380934.87,2011590.86,974246.65,627477.42,1710725.62,1642481.64,50600651.42,77.5,8.4717,597291573,463125061,2024-08-06 18:00:00
585,2024-08-07,33221605.24,7245746.26,2743401.28,2793913.02,2145777.23,879347.69,826119.4,1620702.08,1674077.42,53150689.62,76.0,8.5209,623771387,474317601,2024-08-07 18:00:00
586,2024-08-08,34416525.44,8422250.58,2496797.46,3001529.37,1861034.62,983742.75,888826.08,1639782.55,1505747.47,55216236.32,76.6,8.3605,660439069,505740348,2024-08-08 18:00:00
587,2024-08-09,34832279.96,7832271.57,2556785.87,2815811.86,2143915.54,832237.89,763696.35,1696308.21,1883746.09,55357053.34,79.6,8.6854,637356873,507503013,2024-08-09 18:00:00
588,2024-08-10,37870862.12,9043648.46,2575138.95,3346904.48,2355396.62,994220.47,709515.26,1881427.35,1683237.91,60460351.62,81.7,9.1291,662283395,541146982,2024-08-10 18:00:00
589,2024-08-11,37110391.68,7771024.83,2213663.45,3162290.59,1765243.71,991578.17,856549.34,1569473.05,1596732.03,57036946.85,79.4,8.4968,671271956,533193281,2024-08-11 18:00:00
590,2024-08-12,36202277.59,8218026.82,2254039.46,3357287.68,2245322.16,833116.66,762670.75,1797797.63,1661132.15,57331670.9,78.4,8.6996,659014849,516848194,2024-08-12 18:00:00
591,2024-08-13,31246523.3,6997048.38,2233884.25,2863154.05,1863352.15,923316.52,657300.21,1665223.6,1802278.9,50252081.36,77.0,8.4704,593268271,456659538,2024-08-13 18:00:00
592,2024-08-14,34100539.63,6995677.12,2188696.42,2955546.04,2081487.74,885848.45,680319.38,1533437.77,1743806.08,53165358.63,77.9,8.6601,613909657,478090437,2024-08-14 18:00:00
593,2024-08-15,35255382.22,7930602.6,2609776.56,2514691.36,2125372.05,937022.25,906060.96,1566529.23,1583211.36,55428648.59,77.4,8.4538,655667495,507272790,2024-08-15 18:00:00
594,2024-08-16,36634183.51,8170748.31,2514590.45,3769922.25,2274006.82,942418.79,842568.67,1772461.87,1754682.32,58675582.99,81.0,9.366,626471578,507704630,2024-08-16 18:00:00
595,2024-08-17,36365678.28,8457077.13,2477216.36,3039483.03,2571007.84,1448676.34,950700.78,1554695.01,1718105.58,58582640.35,79.3,8.9897,651661655,516824057,2024-08-17 18:00:00
596,2024-08-18,36708068.75,8128928.54,1954210.43,3090493.99,1856104.61,930532.64,1003793.32,1446881.82,1492253.76,56611267.86,78.0,8.6239,656446335,512149820,2024-08-18 18:00:00
597,2024-08-19,31835123.08,7884326.47,2875870.43,2596943.53,1822967.69,627957.1,758819.54,1647104.55,1668771.79,51717884.18,75.7,8.3792,617214481,467239855,2024-08-19 18:00:00
598,2024-08-20,33500888.12,8008380.15,2296948.39,2683953.25,2188711.82,723628.3,669149.81,1465504.51,1848792.01,53385956.36,76.7,8.4849,629184797,482425075,2024-08-20 18:00:00
599,2024-08-21,32153193.94,6425814.1,2884971.19,3229485.46,2052898.06,997945.45,841169.51,1482012.82,1847298.49,51914789.02,75.8,8.4816,612090468,463757711,2024-08-21 18:00:00
600,2024-08-22,31429088.67,7630973.06,2194680.46,3107093.64,2001254.9,1048028.44,749981.62,1349859.71,1680915.06,51191875.56,77.7,8.7219,586932064,456096624,2024-08-22 18:00:00
601,2024-08-23,36194999.15,8681421.72,2325243.01,3237423.12,2895599.93,914749.38,1173205.56,1896030.66,1869003.26,59187675.79,79.1,8.8686,667383423,527952044,2024-08-23 18:00:00
602,2024-08-24,37245323.11,9161971.53,2052261.51,3125813.68,2417708.79,1233408.62,865596.64,1872168.97,1525341.31,59499594.16,82.5,8.961,663982216,547557297,2024-08-24 18:00:00
603,2024-08-25,36525681.45,7921393.57,2568085.1,3330819.99,2522007.08,1131067.4,905499.12,1636215.47,1531765.06,58072534.24,77.5,8.4382,688209659,533221137,2024-08-25 18:00:00
604,2024-08-26,32132433.94,7251913.76,2280042.23,2754969.65,1849010.26,875354.32,744241.65,1288527.09,1676498.65,50852991.55,77.3,8.292,613278190,473799322,2024-08-26 18:00:00
605,2024-08-27,30080120.87,6903651.27,2289893.52,2499590.99,1565871.86,810906.36,649839.07,1331507.11,2039263.78,48170644.83,75.6,8.021,600553715,454053962,2024-08-27 18:00:00
606,2024-08-28,31738300.64,7768134.42,2234008.82,2805064.63,1824490.83,911634.47,665388.2,1550440.22,1762481.45,51259943.68,76.3,8.3278,615531000,469733465,2024-08-28 18:00:00
607,2024-08-29,34469060.67,7234190.54,2670616.43,2777807.23,2264468.43,1086114.01,798888.57,1618087.27,1671497.24,54590730.39,77.0,8.6376,632015800,486783447,2024-08-29 18:00:00
608,2024-08-30,33700090.07,8471356.47,2662380.06,2949520.94,2131686.49,997157.97,811656.66,1568587.21,2048924.38,55341360.25,76.5,8.3372,663788729,507834067,2024-08-30 18:00:00
609,2024-08-31,34052906.51,8174543.98,2889657.83,2964040.21,2153029.44,861292.22,906405.0,1602478.49,1669096.68,55273450.36,79.5,8.646,639295787,508394268,2024-08-31 18:00:00
610,2024-09-01,34118344.55,7160861.9,2136132.47,3105771.08,1988596.07,931539.02,792753.46,1698888.21,1959379.78,53892266.54,81.5,8.9834,599910523,488728374,2024-09-01 18:00:00
611,2024-09-02,27046661.98,6184432.69,2304124.12,2131510.39,1541918.81,971652.79,544948.14,1238485.69,1450252.69,43413987.3,76.1,8.0487,539390829,410380175,2024-09-02 18:00:00
612,2024-09-03,27832951.67,7347020.62,2034862.15,2563452.8,1629929.44,807290.73,575935.69,1342941.79,1357467.23,45491852.12,76.9,8.2851,549081432,422136047,2024-09-03 18:00:00
613,2024-09-04,26691121.43,6736401.86,2212404.51,2026840.62,1756163.78,840164.48,445961.99,1096081.68,1514203.04,43319343.39,77.7,8.3898,516333984,401400145,2024-09-04 18:00:00
614,2024-09-05,28592669.15,6813543.1,2183272.88,2266664.79,1907869.28,862341.75,819032.87,1680369.83,1498865.86,46624629.51,76.3,8.3624,557552341,425162501,2024-09-05 18:00:00
615,2024-09-06,28941531.69,6208936.37,2367140.46,2306951.18,1503514.5,842008.45,574064.12,1290233.84,1395291.61,45429672.22,78.2,7.9829,569088877,445003478,2024-09-06 18:00:00
616,2024-09-07,28193130.56,7786458.01,2472955.51,2094171.14,1863530.42,801665.9,729349.57,1325583.63,2027468.33,47294313.07,76.1,8.2044,576453651,438696837,2024-09-07 18:00:00
617,2024-09-08,30465757.36,7397350.96,2473155.46,2899018.58,1669347.72,962399.95,703947.99,1487713.84,1604122.68,49662814.54,79.5,8.2678,600676339,477796803,2024-09-08 18:00:00
618,2024-09-09,29193496.93,7359602.37,2141277.49,2198546.93,1861125.52,901336.63,677724.91,1282938.8,1631122.02,47247171.6,76.1,8.4597,558493893,424892375,2024-09-09 18:00:00
619,2024-09-10,25197860.26,6529079.11,2484514.76,1965706.16,1473174.61,732138.29,542515.19,1160087.41,1459412.45,41544488.24,74.9,7.7935,533065669,399472652,2024-09-10 18:00:00
620,2024-09-11,27397914.57,7003407.08,2297281.94,2672778.27,1987069.6,691111.02,516417.93,1259711.63,1437944.3,45263636.34,76.2,8.0741,560600267,427433153,2024-09-11 18:00:00
621,2024-09-12,26089151.94,6669534.49,2250126.4,2068717.73,1478091.42,770731.86,472888.27,1080868.6,1735191.86,42615302.57,75.3,7.8812,540722807,407342415,2024-09-12 18:00:00
622,2024-09-13,28619844.09,7197284.24,2183635.52,2378840.6,1758085.39,793684.61,827510.21,1379274.63,1234336.88,46372496.17,77.8,7.9761,581393280,452549937,2024-09-13 18:00:00
623,2024-09-14,32407242.12,7277918.63,2215689.5,2426644.89,2101698.62,867443.88,727731.98,1223499.48,1333153.91,50581023.01,79.1,8.4037,601892338,476338548,2024-09-14 18:00:00
624,2024-09-15,30540574.48,7287394.37,2648353.73,2850336.91,1618904.83,1182381.51,809357.93,1672510.04,1499195.09,50109008.89,76.7,8.7179,574783482,441124783,2024-09-15 18:00:00
625,2024-09-16,27638380.98,7393550.8,2386449.13,2583286.57,1642193.65,603727.12,761150.72,1380947.68,1795539.37,46185226.02,77.0,8.2474,559996777,431471478,2024-09-16 18:00:00
626,2024-09-17,25388041.6,5896287.44,2366588.96,2345587.43,1469137.95,808204.22,516814.52,1248980.24,1475609.92,41515252.28,74.1,7.8011,532171981,394099634,2024-09-17 18:00:00
627,2024-09-18,24907444.4,5980890.34,2289753.95,2251017.72,1392064.42,611460.73,590157.56,929465.86,1622204.37,40574459.35,74.9,7.679,528384588,395639505,2024-09-18 18:00:00
628,2024-09-19,29265384.62,6375753.58,2802281.8,2509093.83,1652973.77,834788.72,649107.49,1230239.41,1550188.56,46869811.78,77.9,8.2516,568006941,442594028,2024-09-19 18:00:00
629,2024-09-20,28561028.51,7542307.94,2593734.96,2277920.05,1967743.96,1093154.8,496137.76,1512212.94,1785381.2,47829622.12,79.4,8.5353,560373485,444974409,2024-09-20 18:00:00
630,2024-09-21,28027553.77,6832338.24,2217671.4,2153926.11,1547445.92,676880.11,595811.98,1681653.23,1251230.82,44984511.58,78.1,8.1557,551568343,430843357,2024-09-21 18:00:00
631,2024-09-22,31319789.05,7053298.24,2306704.01,3066177.76,2021105.55,786267.94,762637.69,1627797.88,1681499.27,50625277.39,76.8,8.2796,611443835,469640843,2024-09-22 18:00:00
632,2024-09-23,29040661.27,7376180.59,2322729.67,2690560.43,1815528.05,811104.07,580925.99,1486438.03,1508170.5,47632298.6,74.7,8.0463,591980523,442472312,2024-09-23 18:00:00
633,2024-09-24,26608717.27,6155591.52,2395788.99,2077261.61,1299148.24,654870.66,550817.14,1293845.45,1716526.3,42752567.18,75.4,8.0352,532065383,401232968,2024-09-24 18:00:00
634,2024-09-25,24652456.88,5893818.64,2239955.37,2105278.34,1581537.83,777445.44,525258.38,1029548.58,1393147.93,40198447.39,75.3,8.01,501854456,377952776,2024-09-25 18:00:00
635,2024-09-26,26472633.16,5351519.39,2461496.26,2170725.45,1289002.66,684632.12,805988.9,1349465.52,1549570.11,42135033.57,75.1,7.8255,538429982,404369334,2024-09-26 18:00:00
636,2024-09-27,30288742.56,6065252.34,2659776.6,2232822.28,1969517.45,927321.31,444148.19,1226511.23,1526042.17,47340134.13,77.6,8.2884,571162459,443329487,2024-09-27 18:00:00
637,2024-09-28,29394283.81,7813960.61,2136955.33,2550733.47,1644388.75,666757.7,705656.03,1174215.64,1359190.25,47446141.59,77.3,8.0572,588868330,455457906,2024-09-28 18:00:00
638,2024-09-29,29425848.23,5561102.33,2176889.22,2378934.86,1767520.6,611253.55,617549.79,1166215.62,1307651.63,45012965.83,75.8,8.0158,561554133,425761663,2024-09-29 18:00:00
639,2024-09-30,27481743.16,6807575.32,2305115.54,2074174.49,1364352.04,744317.18,534173.1,1398232.98,1437435.93,44147119.74,74.4,7.9215,557305228,414506707,2024-09-30 18:00:00
640,2024-10-01,27445379.5,6032300.57,2387659.75,1926903.71,1673593.4,596277.45,573292.73,1254608.7,1615745.52,43505761.33,76.0,7.7526,561172939,426734494,2024-10-01 18:00:00
641,2024-10-02,24586034.1,5471832.5,2875577.62,1705335.64,1657482.32,837721.8,606525.29,1143356.07,1446435.77,40330301.11,73.3,7.7253,522055729,382425925,2024-10-02 18:00:00
642,2024-10-03,27132971.52,6679132.71,2683383.3,2205523.63,1452815.33,593690.74,675559.29,1246026.92,1527924.73,44197028.17,74.6,7.7642,569240601,424765255,2024-10-03 18:00:00
643,2024-10-04,30900417.69,7130215.01,2677448.76,2600240.8,1703931.33,736951.89,702801.22,1247493.66,1230917.15,48930417.51,76.3,7.7984,627439529,478835910,2024-10-04 18:00:00
644,2024-10-05,31615983.92,7336091.92,2441710.37,2410623.67,2011945.36,937555.55,833744.01,1348306.17,1520178.19,50456139.16,77.4,8.2611,610769699,472655990,2024-10-05 18:00:00
645,2024-10-06,30241176.77,6824702.89,2442287.1,2767291.29,1930504.39,775823.61,818789.9,1297282.04,1786355.79,48884213.78,76.7,8.2845,590068238,452830469,2024-10-06 18:00:00
646,2024-10-07,28964363.78,6244811.4,2213727.2,2442985.78,1173826.19,635085.62,731799.24,1128846.77,1725567.95,45261013.93,76.4,8.0866,559705817,427826650,2024-10-07 18:00:00
647,2024-10-08,28419718.28,6082018.93,2666607.74,2579625.23,2163401.35,1027652.94,563143.26,1235659.5,1574345.49,46312172.72,75.2,8.2586,560775413,421875498,2024-10-08 18:00:00
648,2024-10-09,24968669.3,5866495.11,2613484.97,2076666.5,1603698.38,599084.89,598692.91,1013564.87,1637456.42,40977813.35,73.0,7.9341,516474136,377068119,2024-10-09 18:00:00
649,2024-10-10,28436136.11,6711406.72,2778952.62,2193245.73,1864709.56,773888.56,682376.35,1390196.58,1432814.49,46263726.72,75.3,8.2836,558498519,420821887,2024-10-10 18:00:00
650,2024-10-11,29873531.32,6264201.03,2482152.96,2573341.11,1758107.4,811461.6,559754.52,1472910.14,1901066.14,47696526.22,76.1,8.191,582300516,442993160,2024-10-11 18:00:00
651,2024-10-12,32395441.7,7318423.52,2501038.64,2344563.56,1462886.53,999115.48,509329.05,1280650.26,1985702.33,50797151.07,76.3,7.9447,639384473,487708981,2024-10-12 18:00:00
652,2024-10-13,31431079.66,6443758.84,2569190.49,2841193.12,2055522.72,938199.18,437171.67,1399212.38,1622406.94,49737735.0,77.3,8.4122,591257149,457118159,2024-10-13 18:00:00
653,2024-10-14,28486746.29,7067990.74,2720877.03,2154410.12,1580401.83,703417.41,634668.24,1574755.86,2085535.09,47008802.61,73.8,7.987,588567580,434445691,2024-10-14 18:00:00
654,2024-10-15,25897965.77,6482904.86,2245314.83,2439130.64,1666571.74,691389.99,600629.74,1064307.61,1461084.48,42549299.66,75.4,8.0139,530942777,400571148,2024-10-15 18:00:00
655,2024-10-16,26066205.56,6240511.78,2699645.81,2127404.9,1518345.82,706193.73,450238.28,1254649.6,1352092.96,42415288.44,73.4,7.6711,552921472,405932622,2024-10-16 18:00:00
656,2024-10-17,27409571.44,6417580.26,2550220.98,2621049.46,1696770.75,849582.64,717695.76,1275301.84,1455463.74,44993236.87,73.6,8.0389,559697429,411803603,2024-10-17 18:00:00
657,2024-10-18,29811373.9,6265773.17,2342527.08,2199297.39,1603852.78,695401.34,674001.55,1534225.6,1549036.5,46675489.31,76.0,8.153,572493598,435133199,2024-10-18 18:00:00
658,2024-10-19,30826076.76,6446949.1,2136499.82,2411286.72,2062730.36,1111971.87,844567.01,1463539.95,2032343.1,49335964.69,76.1,8.1188,607672059,462395864,2024-10-19 18:00:00
659,2024-10-20,32594369.29,7444986.21,2540875.96,2894684.73,1645786.44,813661.93,765385.66,1429051.97,1537263.12,51666065.31,78.1,8.4052,614692917,479892730,2024-10-20 18:00:00
660,2024-10-21,26603458.88,5466962.28,2871782.5,2572686.72,2074126.84,743965.79,471803.45,1232639.89,1426820.7,43464247.05,75.0,7.8457,553987006,415420901,2024-10-21 18:00:00
661,2024-10-22,26599027.43,5208587.36,2923900.92,2704219.09,2072159.7,621354.4,633937.94,1234377.07,1419412.7,43416976.61,76.3,8.3446,520300378,396826014,2024-10-22 18:00:00
662,2024-10-23,27614439.57,6398213.11,2656610.01,2358650.4,2017555.05,629812.57,681536.6,1257603.66,1808584.81,45423005.78,76.9,8.3784,542146041,417039568,2024-10-23 18:00:00
663,2024-10-24,25290370.14,6429600.74,2994043.99,2614454.13,1775480.89,619671.89,500989.73,996552.94,1781337.67,43002502.12,73.0,7.985,538542950,392888592,2024-10-24 18:00:00
664,2024-10-25,31715534.01,5875534.57,2583595.24,2603951.73,1881480.07,764912.3,514794.75,1656040.66,1498256.0,49094099.33,76.8,8.4504,580967150,445984069,2024-10-25 18:00:00
665,2024-10-26,29924780.68,6899468.04,2795179.38,2872410.16,2074756.08,788307.66,670350.53,1536103.87,1232828.8,48794185.2,75.3,8.1024,602220748,453246898,2024-10-26 18:00:00
666,2024-10-27,27957583.99,6523136.62,2507768.81,2112983.6,1655944.14,673334.36,503142.06,1140083.85,1375477.05,44449454.48,75.7,7.9071,562148706,425748649,2024-10-27 18:00:00
667,2024-10-28,25770440.13,6104451.71,2498926.96,2298774.93,1225947.76,793271.09,682492.76,1146691.09,1919547.48,42440543.91,73.4,7.9805,531801856,390397739,2024-10-28 18:00:00
668,2024-10-29,25318116.74,6536205.81,2469210.22,1559167.34,1823552.84,629612.56,515762.78,1136139.64,1722442.24,41710210.17,72.9,7.5071,555609631,405026451,2024-10-29 18:00:00
669,2024-10-30,24900201.94,6643483.87,2184074.24,1837238.74,1718875.77,608180.91,719576.11,1001421.53,1603437.41,41216490.52,72.9,7.7244,533588160,389018672,2024-10-30 18:00:00
670,2024-10-31,25830879.48,5371140.49,2889302.18,2316171.48,1543376.63,682661.7,348803.8,947115.51,1947724.17,41877175.44,74.0,8.2,510698011,377915997,2024-10-31 18:00:00
671,2024-11-01,30962784.26,7625631.78,2632857.16,2225469.05,1554286.13,989922.18,697875.84,1320471.0,2078163.95,50087461.35,75.2,7.8843,635283612,477860515,2024-11-01 18:00:00
672,2024-11-02,33701856.7,5929542.97,2601649.66,3008547.77,1864062.99,972618.89,934133.59,1490228.31,1675467.82,52178108.7,77.7,8.1066,643652770,500119255,2024-11-02 18:00:00
673,2024-11-03,31339264.33,7495879.1,2521557.55,2947914.77,1423768.96,865002.62,577857.89,1215770.2,1679176.79,50066192.21,75.6,8.1642,613240096,463611422,2024-11-03 18:00:00
674,2024-11-04,29761409.94,7184611.18,2743269.11,2380519.89,2010700.11,662721.75,635798.84,1395360.4,1565194.06,48339585.28,77.6,8.5121,567891785,440613616,2024-11-04 18:00:00
675,2024-11-05,29640180.23,6368662.01,3187349.73,2232215.92,1398231.88,694444.71,604299.76,1535784.64,1625255.91,47286424.79,73.7,7.9603,594027268,437747441,2024-11-05 18:00:00
676,2024-11-06,28879530.25,5789279.67,3266244.92,2317817.2,1799040.14,660947.33,556362.11,1450057.98,1382595.86,46101875.46,74.3,7.953,579682325,430930578,2024-11-06 18:00:00
677,2024-11-07,30238060.73,6696371.7,2429646.38,2278192.25,1610190.44,1004732.29,694824.99,1371797.15,1381775.75,47705591.68,72.7,7.603,627458684,456290022,2024-11-07 18:00:00
678,2024-11-08,32646394.62,7282884.73,2726613.29,2741900.96,1586169.89,983382.94,549057.3,1201320.12,1334873.66,51052597.51,78.8,8.1159,629047565,495982953,2024-11-08 18:00:00
679,2024-11-09,32212885.16,8441092.75,2577819.65,2770981.57,1994197.95,790939.65,694384.98,1597066.9,1901681.92,52981050.53,78.2,8.1945,646543683,505402479,2024-11-09 18:00:00
680,2024-11-10,31132577.3,7574742.73,3037038.99,2551000.23,1784818.36,801430.79,749173.62,1454886.38,1367435.73,50453104.13,77.2,8.0817,624290199,482029907,2024-11-10 18:00:00
681,2024-11-11,28684635.91,7111515.61,2883197.41,2918477.9,1913423.35,708477.21,606382.45,1380355.04,2076475.04,48282939.92,72.8,7.9597,606588702,441428185,2024-11-11 18:00:00
682,2024-11-12,28156217.01,7601245.94,2678841.68,2190721.55,1403845.27,688604.07,506788.91,1567752.64,1535241.98,46329259.05,74.7,7.8352,591298314,441557745,2024-11-12 18:00:00
683,2024-11-13,28126205.58,6224432.84,2842939.79,2782084.83,1517169.24,839319.84,734677.35,1177811.35,2033542.85,46278183.67,73.1,7.7614,596259251,435953460,2024-11-13 18:00:00
684,2024-11-14,28839358.54,7830410.24,2722308.47,2151058.76,1179496.95,774332.6,718706.46,912071.26,1609010.67,46736753.95,76.3,8.0921,577557918,440417465,2024-11-14 18:00:00
685,2024-11-15,31764593.95,7785584.23,3200240.74,2723107.99,1350796.55,1153838.42,566529.52,1293858.54,1366469.6,51205019.54,78.0,8.3342,614396522,479313228,2024-11-15 18:00:00
686,2024-11-16,33724233.12,7807708.96,2962161.57,3265553.04,2508595.27,1112948.23,567361.99,1633272.21,1941954.62,55523789.01,77.2,8.7943,631364484,487425984,2024-11-16 18:00:00
687,2024-11-17,31235016.2,7544873.42,2993938.16,3008355.97,2394750.77,1038187.01,568236.86,1441015.9,1965799.52,52190173.81,74.2,8.1053,643898554,477844501,2024-11-17 18:00:00
688,2024-11-18,30941127.42,6662831.35,2238230.77,2499963.3,1879420.07,949441.73,748190.27,1235226.1,1499768.84,48654199.85,73.5,7.8433,620326199,455967654,2024-11-18 18:00:00
689,2024-11-19,29435636.4,6637946.86,2833606.44,2665417.4,1572138.79,774432.86,680030.66,1145087.85,1615755.45,47360052.71,75.6,8.2504,574032407,433751287,2024-11-19 18:00:00
690,2024-11-20,29282961.5,6081761.97,3327660.64,2612385.44,1687061.94,889943.27,736769.0,1295096.22,1499820.34,47413460.32,76.2,8.3321,569047071,433881249,2024-11-20 18:00:00
691,2024-11-21,31225991.41,6614133.71,3158672.76,2485607.91,2091785.25,830757.17,646234.36,1241842.9,1658387.41,49953412.88,76.2,8.4078,594129360,452605470,2024-11-21 18:00:00
