id,transaction_id,transaction_type,booking_date,service_date,recognition_date,gross_amount,recognized_amount,deferred_amount,recognition_method,performance_obligation,status,flight_number,route,notes,created_at
2081,TXN-102081,Ticket,2024-06-03,2024-09-20,2024-09-20,1113.18,0.0,1113.18,Point-in-time (flight departure),Air transportation service,Deferred,SK108,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2024-06-03 08:30:00
2082,TXN-102082,Ticket,2024-06-29,2024-07-22,2024-07-22,877.39,877.39,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK122,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2024-07-22 08:30:00
2083,TXN-102083,Ancillary,2023-01-29,2023-03-10,2023-03-10,94.63,0.0,94.63,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK846,JFK-SFO,ASC 606 - Ancillary revenue for JFK-SFO,2023-01-29 12:15:00
2084,TXN-102084,Ticket,2023-10-19,2023-11-13,2023-11-13,830.61,830.61,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK430,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2023-11-13 12:15:00
2085,TXN-102085,Ticket,2025-04-01,2025-04-17,2025-04-17,575.1,575.1,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK781,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2025-04-17 08:30:00
2086,TXN-102086,Ticket,2024-09-05,2024-09-26,2024-09-26,480.93,0.0,480.93,Point-in-time (flight departure),Air transportation service,Deferred,SK439,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2024-09-05 08:30:00
2087,TXN-102087,Ticket,2024-10-25,2024-11-10,2024-11-10,413.68,413.68,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK507,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2024-11-10 10:00:00
2088,TXN-102088,Ticket,2025-02-24,2025-02-28,2025-02-28,889.99,889.99,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK894,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2025-02-28 12:15:00
2089,TXN-102089,Ticket,2025-09-07,2025-09-29,2025-09-29,669.0,0.0,669.0,Point-in-time (flight departure),Air transportation service,Deferred,SK197,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2025-09-07 12:15:00
2090,TXN-102090,Ticket,2023-02-19,2023-03-01,2023-03-01,1322.14,1322.14,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK433,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2023-03-01 12:15:00
2091,TXN-102091,Ticket,2024-06-07,2024-06-19,2024-06-19,851.25,851.25,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK364,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2024-06-19 12:15:00
2092,TXN-102092,Ticket,2023-08-06,2023-08-22,2023-08-22,699.4,699.4,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK409,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2023-08-22 12:15:00
2093,TXN-102093,Cargo,2024-12-24,2025-01-30,2025-01-30,13249.21,0.0,13249.21,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK832,ORD-SFO,ASC 606 - Cargo revenue for ORD-SFO,2024-12-24 08:30:00
2094,TXN-102094,Ticket,2024-02-29,2024-03-29,2024-03-29,505.33,505.33,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK373,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2024-03-29 08:30:00
2095,TXN-102095,Ticket,2023-06-16,2023-06-16,2023-06-16,455.01,455.01,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK748,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2023-06-16 12:15:00
2096,TXN-102096,Cargo,2025-08-12,2025-08-25,2025-08-25,23210.5,0.0,23210.5,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK489,SFO-SEA,ASC 606 - Cargo revenue for SFO-SEA,2025-08-12 08:30:00
2097,TXN-102097,Cargo,2024-07-13,2024-07-25,2024-07-25,16600.21,16600.21,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK522,SFO-NRT,ASC 606 - Cargo revenue for SFO-NRT,2024-07-25 12:15:00
2098,TXN-102098,Ticket,2023-04-30,2023-05-02,2023-05-02,479.02,479.02,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK650,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2023-05-02 10:00:00
2099,TXN-102099,Cargo,2023-09-02,2023-09-18,2023-09-18,49349.46,49349.46,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK926,MIA-DFW,ASC 606 - Cargo revenue for MIA-DFW,2023-09-18 12:15:00
2100,TXN-102100,Ticket,2025-03-18,2025-05-21,2025-05-21,1003.45,0.0,1003.45,Point-in-time (flight departure),Air transportation service,Deferred,SK450,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2025-03-18 10:00:00
2101,TXN-102101,Ticket,2024-05-25,2024-06-15,2024-06-15,614.41,614.41,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK693,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2024-06-15 08:30:00
2102,TXN-102102,Cargo,2025-10-31,2025-11-17,2025-11-17,19188.86,19188.86,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK355,LHR-JFK,ASC 606 - Cargo revenue for LHR-JFK,2025-11-17 08:30:00
2103,TXN-102103,Ticket,2023-02-24,2023-04-04,2023-04-04,871.5,871.5,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK816,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2023-04-04 12:15:00
2104,TXN-102104,Ticket,2023-03-26,2023-05-08,2023-05-08,575.05,575.05,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK357,ORD-SFO,ASC 606 - Ticket revenue for ORD-SFO,2023-05-08 08:30:00
2105,TXN-102105,Ancillary,2025-01-18,2025-01-28,2025-01-28,52.41,52.41,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK660,PDX-LAS,ASC 606 - Ancillary revenue for PDX-LAS,2025-01-28 08:30:00
2106,TXN-102106,Ticket,2023-12-28,2024-02-08,2024-02-08,462.05,462.05,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK523,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2024-02-08 08:30:00
2107,TXN-102107,Cargo,2025-08-06,2025-08-06,2025-08-06,19362.92,19362.92,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK823,SEA-DEN,ASC 606 - Cargo revenue for SEA-DEN,2025-08-06 12:15:00
2108,TXN-102108,Ticket,2025-04-14,2025-05-02,2025-05-02,640.25,640.25,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK500,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2025-05-02 10:00:00
2109,TXN-102109,Ticket,2023-01-25,2023-02-13,2023-02-13,306.5,306.5,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK456,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2023-02-13 12:15:00
2110,TXN-102110,Ticket,2025-10-11,2025-10-24,2025-10-24,866.82,866.82,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK365,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2025-10-24 08:30:00
2111,TXN-102111,Ticket,2025-10-31,2025-11-13,2025-11-13,313.84,313.84,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK492,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2025-11-13 10:00:00
2112,TXN-102112,Cargo,2023-09-25,2023-10-06,2023-10-06,10713.45,0.0,10713.45,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK542,JFK-LHR,ASC 606 - Cargo revenue for JFK-LHR,2023-09-25 08:30:00
2113,TXN-102113,Cargo,2024-10-26,2024-11-11,2024-11-11,29285.4,29285.4,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK586,MCO-LGA,ASC 606 - Cargo revenue for MCO-LGA,2024-11-11 08:30:00
2114,TXN-102114,Ticket,2024-11-27,2025-01-09,2025-01-09,558.44,558.44,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK688,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2025-01-09 08:30:00
2115,TXN-102115,Ticket,2023-02-10,2023-02-24,2023-02-24,1050.78,1050.78,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK738,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2023-02-24 12:15:00
2116,TXN-102116,Ticket,2025-03-04,2025-03-30,2025-03-30,960.23,960.23,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK981,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2025-03-30 12:15:00
2117,TXN-102117,Cargo,2025-11-16,2025-12-31,2025-12-31,9450.31,0.0,9450.31,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK817,IAD-DEN,ASC 606 - Cargo revenue for IAD-DEN,2025-11-16 08:30:00
2118,TXN-102118,Ticket,2024-03-14,2024-06-08,2024-06-08,519.47,0.0,519.47,Point-in-time (flight departure),Air transportation service,Deferred,SK402,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2024-03-14 12:15:00
2119,TXN-102119,Ticket,2025-12-05,2025-12-12,2025-12-12,473.79,473.79,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK618,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2025-12-12 10:00:00
2120,TXN-102120,Ticket,2024-12-27,2025-01-25,2025-01-25,494.62,494.62,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK778,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2025-01-25 08:30:00
2121,TXN-102121,Ticket,2025-03-08,2025-04-04,2025-04-04,465.92,465.92,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK693,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2025-04-04 12:15:00
2122,TXN-102122,Ticket,2024-08-18,2024-08-24,2024-08-24,389.6,389.6,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK535,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2024-08-24 12:15:00
2123,TXN-102123,Ticket,2025-01-20,2025-02-25,2025-02-25,1000.78,1000.78,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK476,SEA-DEN,ASC 606 - Ticket revenue for SEA-DEN,2025-02-25 12:15:00
2124,TXN-102124,Ancillary,2025-10-13,2025-10-17,2025-10-17,58.11,58.11,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK240,PHX-ORD,ASC 606 - Ancillary revenue for PHX-ORD,2025-10-17 12:15:00
2125,TXN-102125,Ticket,2024-10-02,2024-11-14,2024-11-14,548.95,548.95,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK423,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2024-11-14 12:15:00
2126,TXN-102126,Ticket,2024-08-07,2024-09-14,2024-09-14,393.45,393.45,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK256,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2024-09-14 08:30:00
2127,TXN-102127,Ticket,2023-07-04,2023-08-12,2023-08-12,654.92,654.92,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK245,SEA-DEN,ASC 606 - Ticket revenue for SEA-DEN,2023-08-12 08:30:00
2128,TXN-102128,Ticket,2024-07-14,2024-07-23,2024-07-23,540.2,540.2,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK505,LAX-JFK,ASC 606 - Ticket revenue for LAX-JFK,2024-07-23 10:00:00
2129,TXN-102129,Ticket,2025-07-26,2025-09-05,2025-09-05,483.32,483.32,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK366,IAD-DEN,ASC 606 - Ticket revenue for IAD-DEN,2025-09-05 10:00:00
2130,TXN-102130,Cargo,2024-12-27,2025-01-05,2025-01-05,33054.67,33054.67,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK186,ATL-LAX,ASC 606 - Cargo revenue for ATL-LAX,2025-01-05 08:30:00
2131,TXN-102131,Ticket,2025-02-15,2025-03-31,2025-03-31,573.14,573.14,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK778,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2025-03-31 12:15:00
2132,TXN-102132,Ancillary,2023-06-15,2023-07-09,2023-07-09,82.11,82.11,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK611,IAH-LAX,ASC 606 - Ancillary revenue for IAH-LAX,2023-07-09 12:15:00
2133,TXN-102133,Ticket,2025-07-07,2025-08-18,2025-08-18,305.75,305.75,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK892,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2025-08-18 08:30:00
2134,TXN-102134,Cargo,2024-07-30,2024-09-10,2024-09-10,51527.43,0.0,51527.43,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK270,SFO-NRT,ASC 606 - Cargo revenue for SFO-NRT,2024-07-30 08:30:00
2135,TXN-102135,Ticket,2024-05-09,2024-05-27,2024-05-27,639.46,639.46,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK971,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2024-05-27 08:30:00
2136,TXN-102136,Ticket,2023-02-24,2023-02-28,2023-02-28,844.53,844.53,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK208,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2023-02-28 08:30:00
2137,TXN-102137,Cargo,2025-08-26,2025-09-01,2025-09-01,11904.04,11904.04,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK785,LAS-SEA,ASC 606 - Cargo revenue for LAS-SEA,2025-09-01 10:00:00
2138,TXN-102138,Ticket,2024-11-11,2024-12-13,2024-12-13,539.47,539.47,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK174,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2024-12-13 08:30:00
2139,TXN-102139,Ticket,2023-12-05,2023-12-08,2023-12-08,1099.24,1099.24,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK142,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2023-12-08 12:15:00
2140,TXN-102140,Cargo,2024-08-03,2024-08-28,2024-08-28,13514.96,13514.96,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK223,BOS-ATL,ASC 606 - Cargo revenue for BOS-ATL,2024-08-28 12:15:00
2141,TXN-102141,Ticket,2025-09-13,2025-10-08,2025-10-08,783.69,783.69,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK111,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2025-10-08 10:00:00
2142,TXN-102142,Ticket,2025-06-29,2025-07-22,2025-07-22,554.34,554.34,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK462,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2025-07-22 08:30:00
2143,TXN-102143,Ancillary,2023-11-20,2023-12-12,2023-12-12,130.77,130.77,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK964,PHX-ORD,ASC 606 - Ancillary revenue for PHX-ORD,2023-12-12 12:15:00
2144,TXN-102144,Ticket,2025-05-15,2025-06-19,2025-06-19,692.38,692.38,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK137,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2025-06-19 08:30:00
2145,TXN-102145,Cargo,2023-01-09,2023-02-15,2023-02-15,12572.74,0.0,12572.74,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK519,AUS-LAX,ASC 606 - Cargo revenue for AUS-LAX,2023-01-09 12:15:00
2146,TXN-102146,Cargo,2024-04-14,2024-04-19,2024-04-19,9218.76,9218.76,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK516,LAS-SEA,ASC 606 - Cargo revenue for LAS-SEA,2024-04-19 10:00:00
2147,TXN-102147,Cargo,2024-08-18,2024-09-17,2024-09-17,42417.51,0.0,42417.51,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK591,JFK-SFO,ASC 606 - Cargo revenue for JFK-SFO,2024-08-18 08:30:00
2148,TXN-102148,Ticket,2024-12-16,2025-01-29,2025-01-29,747.9,747.9,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK422,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-01-29 08:30:00
2149,TXN-102149,Ticket,2023-01-02,2023-02-02,2023-02-02,684.72,684.72,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK861,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2023-02-02 08:30:00
2150,TXN-102150,Cargo,2023-11-26,2023-12-21,2023-12-21,14505.29,14505.29,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK222,SFO-SEA,ASC 606 - Cargo revenue for SFO-SEA,2023-12-21 12:15:00
2151,TXN-102151,Cargo,2023-10-06,2023-11-04,2023-11-04,8421.37,0.0,8421.37,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK553,SAN-ORD,ASC 606 - Cargo revenue for SAN-ORD,2023-10-06 12:15:00
2152,TXN-102152,Ticket,2024-02-25,2024-03-08,2024-03-08,708.64,708.64,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK866,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2024-03-08 12:15:00
2153,TXN-102153,Cargo,2025-01-20,2025-02-07,2025-02-07,21248.85,21248.85,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK444,MIA-DFW,ASC 606 - Cargo revenue for MIA-DFW,2025-02-07 12:15:00
2154,TXN-102154,Ticket,2023-03-26,2023-04-13,2023-04-13,780.49,780.49,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK496,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2023-04-13 10:00:00
2155,TXN-102155,Ticket,2025-03-24,2025-04-03,2025-04-03,1054.13,1054.13,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK980,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2025-04-03 08:30:00
2156,TXN-102156,Ticket,2023-04-20,2023-05-12,2023-05-12,665.75,665.75,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK554,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2023-05-12 08:30:00
2157,TXN-102157,Ticket,2024-07-03,2024-07-27,2024-07-27,310.91,310.91,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK794,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2024-07-27 10:00:00
2158,TXN-102158,Ticket,2025-06-07,2025-09-04,2025-09-04,806.84,0.0,806.84,Point-in-time (flight departure),Air transportation service,Deferred,SK154,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2025-06-07 10:00:00
2159,TXN-102159,Ticket,2025-08-11,2025-08-29,2025-08-29,1245.16,1245.16,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK542,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2025-08-29 12:15:00
2160,TXN-102160,Ticket,2025-11-20,2025-12-16,2025-12-16,586.29,586.29,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK182,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2025-12-16 08:30:00
2161,TXN-102161,Ticket,2024-04-13,2024-04-29,2024-04-29,573.85,573.85,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK574,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2024-04-29 08:30:00
2162,TXN-102162,Ticket,2024-06-14,2024-06-19,2024-06-19,551.26,551.26,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK652,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2024-06-19 12:15:00
2163,TXN-102163,Ticket,2025-09-04,2025-10-12,2025-10-12,625.46,625.46,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK122,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-10-12 08:30:00
2164,TXN-102164,Ticket,2023-05-19,2023-05-25,2023-05-25,707.01,707.01,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK395,PHX-ORD,ASC 606 - Ticket revenue for PHX-ORD,2023-05-25 12:15:00
2165,TXN-102165,Ticket,2025-09-13,2025-10-11,2025-10-11,776.72,0.0,776.72,Point-in-time (flight departure),Air transportation service,Deferred,SK765,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2025-09-13 10:00:00
2166,TXN-102166,Ticket,2023-04-06,2023-04-25,2023-04-25,476.03,476.03,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK515,LAS-SEA,ASC 606 - Ticket revenue for LAS-SEA,2023-04-25 12:15:00
2167,TXN-102167,Ticket,2023-04-09,2023-05-15,2023-05-15,487.99,0.0,487.99,Point-in-time (flight departure),Air transportation service,Deferred,SK407,LAS-SEA,ASC 606 - Ticket revenue for LAS-SEA,2023-04-09 10:00:00
2168,TXN-102168,Ticket,2023-02-19,2023-04-13,2023-04-13,206.31,0.0,206.31,Point-in-time (flight departure),Air transportation service,Deferred,SK842,ORD-SFO,ASC 606 - Ticket revenue for ORD-SFO,2023-02-19 10:00:00
2169,TXN-102169,Ancillary,2023-09-08,2023-09-19,2023-09-19,45.98,45.98,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK139,SFO-SEA,ASC 606 - Ancillary revenue for SFO-SEA,2023-09-19 08:30:00
2170,TXN-102170,Ticket,2025-08-11,2025-09-23,2025-09-23,527.51,527.51,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK422,PHX-ORD,ASC 606 - Ticket revenue for PHX-ORD,2025-09-23 10:00:00
2171,TXN-102171,Ticket,2023-08-14,2023-09-04,2023-09-04,712.53,0.0,712.53,Point-in-time (flight departure),Air transportation service,Deferred,SK126,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2023-08-14 12:15:00
2172,TXN-102172,Cargo,2024-04-24,2024-06-15,2024-06-15,14678.99,0.0,14678.99,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK416,SEA-DEN,ASC 606 - Cargo revenue for SEA-DEN,2024-04-24 08:30:00
2173,TXN-102173,Ticket,2025-05-23,2025-06-28,2025-06-28,840.25,840.25,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK143,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2025-06-28 10:00:00
2174,TXN-102174,Ticket,2025-08-13,2025-10-13,2025-10-13,461.42,0.0,461.42,Point-in-time (flight departure),Air transportation service,Deferred,SK839,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2025-08-13 08:30:00
2175,TXN-102175,Cargo,2024-04-21,2024-04-25,2024-04-25,13264.44,13264.44,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK798,ATL-LAX,ASC 606 - Cargo revenue for ATL-LAX,2024-04-25 12:15:00
2176,TXN-102176,Ticket,2024-01-29,2024-03-01,2024-03-01,963.64,963.64,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK394,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2024-03-01 10:00:00
2177,TXN-102177,Ancillary,2024-05-18,2024-07-06,2024-07-06,94.92,0.0,94.92,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK626,ORD-MIA,ASC 606 - Ancillary revenue for ORD-MIA,2024-05-18 10:00:00
2178,TXN-102178,Ticket,2024-09-30,2024-10-27,2024-10-27,899.88,899.88,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK285,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2024-10-27 10:00:00
2179,TXN-102179,Cargo,2023-12-16,2024-02-10,2024-02-10,22091.4,0.0,22091.4,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK759,SEA-DEN,ASC 606 - Cargo revenue for SEA-DEN,2023-12-16 12:15:00
2180,TXN-102180,Ancillary,2025-01-01,2025-01-17,2025-01-17,87.32,87.32,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK369,ORD-SFO,ASC 606 - Ancillary revenue for ORD-SFO,2025-01-17 08:30:00
2181,TXN-102181,Cargo,2025-05-26,2025-06-09,2025-06-09,21737.5,21737.5,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK965,DEN-ATL,ASC 606 - Cargo revenue for DEN-ATL,2025-06-09 08:30:00
2182,TXN-102182,Ticket,2023-02-24,2023-05-18,2023-05-18,377.65,0.0,377.65,Point-in-time (flight departure),Air transportation service,Deferred,SK182,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2023-02-24 08:30:00
2183,TXN-102183,Ticket,2025-06-10,2025-07-16,2025-07-16,261.35,261.35,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK590,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-07-16 10:00:00
2184,TXN-102184,Ticket,2025-01-09,2025-02-23,2025-02-23,363.42,363.42,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK558,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2025-02-23 08:30:00
2185,TXN-102185,Ticket,2023-03-05,2023-05-24,2023-05-24,307.9,0.0,307.9,Point-in-time (flight departure),Air transportation service,Deferred,SK869,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2023-03-05 12:15:00
2186,TXN-102186,Cargo,2025-05-17,2025-05-31,2025-05-31,21272.28,0.0,21272.28,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK577,DFW-SFO,ASC 606 - Cargo revenue for DFW-SFO,2025-05-17 10:00:00
2187,TXN-102187,Ticket,2024-06-21,2024-06-26,2024-06-26,973.2,0.0,973.2,Point-in-time (flight departure),Air transportation service,Deferred,SK796,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2024-06-21 12:15:00
2188,TXN-102188,Ticket,2023-01-24,2023-03-12,2023-03-12,373.09,0.0,373.09,Point-in-time (flight departure),Air transportation service,Deferred,SK857,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2023-01-24 08:30:00
2189,TXN-102189,Ticket,2023-03-30,2023-03-31,2023-03-31,676.2,676.2,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK365,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2023-03-31 08:30:00
2190,TXN-102190,Ticket,2023-03-05,2023-03-29,2023-03-29,1153.74,1153.74,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK108,SAN-ORD,ASC 606 - Ticket revenue for SAN-ORD,2023-03-29 10:00:00
2191,TXN-102191,Ticket,2024-03-17,2024-04-07,2024-04-07,875.81,875.81,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK801,SEA-DEN,ASC 606 - Ticket revenue for SEA-DEN,2024-04-07 10:00:00
2192,TXN-102192,Ticket,2024-07-20,2024-08-19,2024-08-19,728.29,728.29,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK899,ORD-SFO,ASC 606 - Ticket revenue for ORD-SFO,2024-08-19 10:00:00
2193,TXN-102193,Ticket,2023-09-18,2023-10-02,2023-10-02,613.81,0.0,613.81,Point-in-time (flight departure),Air transportation service,Deferred,SK916,NRT-LAX,ASC 606 - Ticket revenue for NRT-LAX,2023-09-18 08:30:00
2194,TXN-102194,Ticket,2025-11-19,2025-11-28,2025-11-28,702.2,702.2,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK837,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-11-28 10:00:00
