id,date,fuel_oil,salaries_flight_crew,salaries_ground_staff,maintenance_repair,airport_landing_fees,aircraft_lease_rent,distribution_sales,catering_inflight,insurance_safety,depreciation_amort,other_operating,total_operating_cost,casm,created_at
544,2024-06-27,13815943.56,6983160.98,5783507.49,4485829.84,3380427.31,3588473.85,1722082.46,1159385.72,764586.75,2156530.43,771130.68,44611059.07,7.5023,2024-06-27 18:05:00
545,2024-06-28,15128197.56,7388542.18,6492206.1,4039863.94,3282147.55,3630825.92,2083425.57,1338470.97,822705.59,2356739.34,729114.9,47292239.62,7.5156,2024-06-28 18:05:00
546,2024-06-29,15628095.7,7272011.63,5935708.42,4401350.76,3560998.52,3701686.06,2006577.19,1269076.42,881244.38,2392950.76,1062966.15,48112665.99,7.4125,2024-06-29 18:05:00
547,2024-06-30,15769473.36,7225230.78,6481083.8,4085961.52,3541532.98,3806920.38,1822568.14,1335027.71,964384.52,2310838.24,741795.64,48084817.07,7.4663,2024-06-30 18:05:00
548,2024-07-01,15135765.11,7121673.45,6282341.11,4778463.27,3584157.26,3860532.24,1942947.77,1478884.75,833616.29,2489601.9,738202.83,48246185.98,7.7371,2024-07-01 18:05:00
549,2024-07-02,14806191.81,6700253.83,6086809.5,4088290.47,3718359.74,3751165.83,2039440.85,1468624.23,859918.67,2314663.33,737523.66,46571241.92,7.2369,2024-07-02 18:05:00
550,2024-07-03,14805846.72,7274546.57,6906563.93,4080699.11,3170910.95,3952808.16,1859112.24,1569357.95,916165.17,2407684.85,835251.51,47778947.16,7.5109,2024-07-03 18:05:00
551,2024-07-04,16403472.57,7079634.27,6099858.64,4195546.12,3728465.35,3818000.77,1950149.69,1635624.97,937092.7,2351146.35,627535.5,48826526.93,7.5824,2024-07-04 18:05:00
552,2024-07-05,16822880.05,7777280.73,6745130.25,5172205.73,4220959.16,4138870.63,2196566.97,1603466.47,1042866.25,2784285.76,769575.24,53274087.24,7.7609,2024-07-05 18:05:00
553,2024-07-06,16756300.63,8071411.25,6889906.92,4965906.26,3889845.16,4016812.68,1972601.63,1507695.22,931514.7,2613500.63,853309.09,52468804.17,7.4888,2024-07-06 18:05:00
554,2024-07-07,19003288.49,7746622.08,6939118.31,4920357.84,4027590.17,4271239.01,2146704.94,1705521.58,923999.84,2634908.19,808909.94,55128260.39,7.6228,2024-07-07 18:05:00
555,2024-07-08,15162574.83,7473803.54,6341754.92,4542874.86,3411971.79,3918702.16,1808531.29,1610302.9,936221.38,2305692.14,969379.54,48481809.35,7.5597,2024-07-08 18:05:00
556,2024-07-09,16128953.74,7548023.48,6527039.52,4380716.25,3531511.34,3782324.09,2068320.77,1469761.84,1008953.0,2371566.22,868903.96,49686074.21,7.9583,2024-07-09 18:05:00
557,2024-07-10,15645889.82,6893794.95,6192059.04,4257822.84,3452059.08,3730981.02,1760879.63,1492328.65,856516.73,2183703.11,883837.46,47349872.33,7.7674,2024-07-10 18:05:00
558,2024-07-11,15018791.43,6715538.85,5858084.11,4350546.28,3308273.79,3533826.11,1818932.38,1301431.68,781318.46,2048580.87,838107.98,45573431.94,7.3884,2024-07-11 18:05:00
559,2024-07-12,15483465.16,7208308.67,6407461.39,4435780.52,3730407.6,4192519.4,1843860.62,1537465.96,919584.15,2448845.17,861488.03,49069186.67,7.5503,2024-07-12 18:05:00
560,2024-07-13,17303995.01,8493177.86,7427294.33,4706427.87,4053466.49,4369369.79,2045629.01,1563697.18,1056818.98,2591415.59,1094349.67,54705641.78,8.0943,2024-07-13 18:05:00
561,2024-07-14,17603177.83,8144387.26,7039284.97,4923186.19,4023351.32,4143895.37,1998325.75,1643335.07,995924.88,2538992.71,1004606.31,54058467.66,7.9494,2024-07-14 18:05:00
562,2024-07-15,16236396.94,7115782.45,6026901.49,4347679.94,3486646.1,3767998.93,1839122.07,1421146.14,957903.66,2248863.32,790395.14,48238836.18,7.4291,2024-07-15 18:05:00
563,2024-07-16,15519769.31,7550585.91,6907850.02,4424477.02,3351346.87,3965364.06,1987931.84,1556996.5,979189.2,2376574.99,672976.36,49293062.08,7.8124,2024-07-16 18:05:00
564,2024-07-17,14406369.11,6632526.23,5920604.31,4254014.93,3374879.63,3518873.26,1845886.88,1523667.02,860203.81,2179753.87,852602.17,45369381.22,7.4473,2024-07-17 18:05:00
565,2024-07-18,16309647.36,7005812.28,6834468.94,4376161.22,3873746.15,3762975.36,1772071.26,1478881.76,817255.22,2537322.36,726003.79,49494345.7,7.5734,2024-07-18 18:05:00
566,2024-07-19,17450004.3,8204100.94,7298815.52,4727667.85,3763895.17,4205772.05,2079821.15,1421059.55,945774.81,2594535.15,973752.5,53665198.99,7.7795,2024-07-19 18:05:00
567,2024-07-20,17988019.25,8349544.11,7523427.58,4923105.64,4160584.05,4264035.18,2064388.42,1632311.86,981538.67,2805235.7,962850.5,55655040.96,8.057,2024-07-20 18:05:00
568,2024-07-21,15955201.55,7459463.59,6872137.11,4592147.83,3467032.96,3807425.42,2087331.95,1574290.85,907908.97,2401199.81,730883.83,49855023.87,7.4652,2024-07-21 18:05:00
569,2024-07-22,15613268.58,7482703.06,6444196.17,4744277.47,3504747.13,3884409.05,1925530.06,1513442.14,931605.17,2426744.68,892822.26,49363745.77,7.558,2024-07-22 18:05:00
570,2024-07-23,15187016.74,7310316.54,6079495.38,4217702.54,3215939.6,3577916.78,1842052.32,1402503.54,882499.74,2200602.95,837382.31,46753428.44,7.3838,2024-07-23 18:05:00
571,2024-07-24,15389489.67,7104119.38,5886524.44,3974001.13,3461243.26,3399132.71,1727500.89,1500151.13,761241.79,2133906.02,817778.34,46155088.76,7.7432,2024-07-24 18:05:00
572,2024-07-25,15708681.35,7156133.68,5831138.59,4465908.17,3768597.97,3789998.11,2140902.27,1498049.33,960685.69,2527873.69,874327.43,48722296.28,7.6774,2024-07-25 18:05:00
573,2024-07-26,16789468.6,7303932.7,7003298.72,4849753.2,3677673.55,4214666.83,1904367.97,1565694.02,970341.59,2414189.38,829729.17,51523115.73,7.5806,2024-07-26 18:05:00
574,2024-07-27,16284082.21,7397439.82,6898346.8,4820430.29,3930623.31,4229346.8,2022823.49,1513038.02,996629.25,2294064.35,986002.09,51372826.43,7.6128,2024-07-27 18:05:00
575,2024-07-28,17827043.85,7606038.94,6985618.79,4746520.95,3967313.6,4144266.04,2058203.89,1406412.22,1007279.51,2402461.8,819588.64,52970748.23,7.7389,2024-07-28 18:05:00
576,2024-07-29,15278411.07,7397586.97,6091142.1,3936294.59,3329517.15,3692379.13,1831321.64,1448438.75,832801.31,2076806.22,702563.97,46617262.9,7.593,2024-07-29 18:05:00
577,2024-07-30,16187060.63,6967713.3,6461561.88,4034129.48,3439613.93,3820746.13,1819399.57,1477394.97,967009.17,2217259.16,916042.52,48307930.74,7.3839,2024-07-30 18:05:00
578,2024-07-31,15659826.13,7026276.04,5907525.8,4561911.93,3552010.98,3776618.89,1707226.1,1371946.11,891262.17,2231892.03,948287.75,47634783.93,7.3762,2024-07-31 18:05:00
579,2024-08-01,15206648.33,6798502.15,5777395.82,4236474.58,3182349.82,3526179.37,1775173.79,1411423.21,953117.45,2234298.44,882356.95,45983919.91,7.4237,2024-08-01 18:05:00
580,2024-08-02,16003569.71,7604625.73,6188475.3,4612072.01,3720990.22,3955102.87,1946410.8,1564363.0,916505.16,2300996.77,884928.32,49698039.89,7.4281,2024-08-02 18:05:00
581,2024-08-03,14824154.51,7365646.59,6409096.44,4542272.1,3881807.67,3787237.15,2150702.05,1442875.24,1003908.71,2463619.11,640232.81,48511552.38,7.6832,2024-08-03 18:05:00
582,2024-08-04,17266506.32,7196234.38,6399535.19,4962486.06,3521188.63,4130902.6,2280157.12,1468249.9,893377.41,2259855.78,1063067.12,51441560.51,7.9794,2024-08-04 18:05:00
583,2024-08-05,15106928.69,7191654.06,5793515.05,4410387.98,3426068.06,3727480.8,1827180.31,1434194.54,999809.77,2199638.35,597758.7,46714616.31,7.4822,2024-08-05 18:05:00
584,2024-08-06,14259314.49,6440243.18,5751941.1,4050218.56,3166154.28,3280958.63,1578258.96,1298477.61,761447.01,2050023.04,818319.95,43455356.81,7.2754,2024-08-06 18:05:00
585,2024-08-07,14217865.7,7462126.83,5839797.23,3862668.81,3216079.25,3566771.75,1885578.55,1334800.35,906569.35,2244980.19,1021581.43,45558819.44,7.3038,2024-08-07 18:05:00
586,2024-08-08,14975843.95,6743677.38,5788569.01,4043057.27,3404907.29,3655026.93,1769009.33,1364254.71,863449.74,2292982.03,844749.49,45745527.13,6.9265,2024-08-08 18:05:00
587,2024-08-09,16116765.51,7525754.36,6904343.93,3985707.84,3667839.88,3691750.76,1821338.83,1428490.0,925294.39,2368191.87,862599.41,49298076.78,7.7348,2024-08-09 18:05:00
588,2024-08-10,18028845.08,8159531.17,6760371.01,4767042.5,3788493.48,3986024.88,1979611.02,1655811.04,964915.47,2446094.03,952773.03,53489512.71,8.0765,2024-08-10 18:05:00
589,2024-08-11,15676990.66,7183323.2,6079236.48,4607438.42,3600711.42,3981828.16,1882161.56,1500639.8,850350.7,2298753.22,878159.92,48539593.54,7.231,2024-08-11 18:05:00
590,2024-08-12,16515421.09,7225206.45,6229133.21,4651974.57,3772572.26,3839054.06,1908603.4,1470231.54,756959.79,2386097.5,1129504.26,49884758.13,7.5696,2024-08-12 18:05:00
591,2024-08-13,14248607.95,6200780.75,5584729.14,3975917.79,3021746.53,3388614.11,1576558.35,1329807.54,930044.58,2137914.64,669039.64,43063761.02,7.2587,2024-08-13 18:05:00
592,2024-08-14,14925203.62,6563310.99,5907935.09,4032068.18,3076108.06,3585924.56,1732976.58,1491106.35,854528.1,2245577.35,694474.98,45109213.86,7.3479,2024-08-14 18:05:00
593,2024-08-15,16670531.9,7094699.08,6568894.67,4115000.71,3675198.88,3599783.63,1997642.31,1481919.34,723702.48,2299331.18,795123.85,49021828.03,7.4766,2024-08-15 18:05:00
594,2024-08-16,16312412.36,7516546.37,6548362.3,4297234.4,3603242.05,3944002.96,1991031.88,1548466.32,956565.06,2426176.31,1084422.36,50228462.37,8.0177,2024-08-16 18:05:00
595,2024-08-17,17297097.31,7029226.95,7104670.69,4448091.48,3730589.55,4049503.55,2006492.2,1579258.77,977720.05,2398699.39,811149.7,51432499.64,7.8925,2024-08-17 18:05:00
596,2024-08-18,16246435.3,7895433.51,6218061.94,4116547.04,3323818.07,3959696.75,1672042.31,1458474.93,865298.66,2355871.98,897888.48,49009568.97,7.4659,2024-08-18 18:05:00
597,2024-08-19,14652695.05,6552780.86,5902674.88,4328678.27,3215072.21,3346373.12,1856442.79,1358944.39,790851.55,2278297.01,886548.85,45169358.98,7.3183,2024-08-19 18:05:00
598,2024-08-20,15884142.58,6850916.28,6252024.06,3843788.86,3080860.92,3414715.12,1741928.25,1348879.84,853116.03,2169399.19,883962.92,46323734.05,7.3625,2024-08-20 18:05:00
599,2024-08-21,14901901.85,6482538.07,6124686.77,3944696.78,3176729.25,3484742.27,1881804.01,1229039.54,893069.05,2100122.71,884428.01,45103758.31,7.3688,2024-08-21 18:05:00
600,2024-08-22,14513644.87,6484216.48,6069276.06,3685815.04,3023199.2,3543418.45,1756319.0,1357314.38,824187.15,2064999.18,913056.9,44235446.71,7.5367,2024-08-22 18:05:00
601,2024-08-23,17674193.48,7470112.63,6548520.97,4620360.59,3454609.26,4008141.63,1945847.7,1569658.35,1033607.72,2461263.81,924302.17,51710618.31,7.7483,2024-08-23 18:05:00
602,2024-08-24,17710342.35,7615076.26,6662321.5,4576804.12,3575368.22,4067427.49,1823330.6,1521311.24,1019300.59,2250118.89,838105.46,51659506.72,7.7803,2024-08-24 18:05:00
603,2024-08-25,17278330.14,7429048.01,5923398.49,4387957.76,3193989.38,3732873.58,2227063.8,1600115.02,915874.44,2369208.84,888186.76,49946046.22,7.2574,2024-08-25 18:05:00
604,2024-08-26,12713247.88,6713832.23,5645696.57,3728207.5,2925078.96,3348975.88,1810696.77,1267134.25,733782.03,2152147.94,728311.11,41767111.12,6.8105,2024-08-26 18:05:00
605,2024-08-27,13999432.36,6220569.19,5657944.31,3714599.27,3051477.52,3015856.91,1720951.62,1124443.67,759811.44,1936973.12,963412.9,42165472.31,7.0211,2024-08-27 18:05:00
606,2024-08-28,14798843.55,6741780.33,5970972.63,3843779.2,3180320.64,3419808.37,1929304.1,1279157.36,847146.56,2116013.39,714291.26,44841417.39,7.285,2024-08-28 18:05:00
607,2024-08-29,15645535.49,6984935.59,6090554.83,4185918.75,3154112.6,3421286.29,1880550.98,1293177.49,876721.31,2410945.19,871611.0,46815349.52,7.4073,2024-08-29 18:05:00
608,2024-08-30,16237821.37,7147683.27,6668395.79,4710579.35,3466783.18,3855373.76,2031293.57,1466936.45,920571.7,2296522.55,664000.52,49465961.51,7.4521,2024-08-30 18:05:00
609,2024-08-31,16045454.3,7008312.66,6084499.96,4313661.88,3226054.87,3875201.87,1826392.3,1374754.8,932099.41,2080556.79,843784.42,47610773.26,7.4474,2024-08-31 18:05:00
610,2024-09-01,15081257.05,7168509.94,5842961.86,4287180.96,3404153.07,3625941.05,1911836.62,1373015.1,890885.43,2095610.13,777438.64,46458789.85,7.7443,2024-09-01 18:05:00
611,2024-09-02,11754891.07,5627022.0,4760742.74,3283354.81,2633192.16,2777403.49,1421365.55,1104699.22,682670.69,1763627.9,709878.2,36518847.83,6.7704,2024-09-02 18:05:00
612,2024-09-03,13138375.37,5787001.48,4839772.37,3385401.55,2730631.62,3082137.82,1500880.03,1028686.27,751520.1,1810314.64,746225.87,38800947.12,7.0665,2024-09-03 18:05:00
613,2024-09-04,12216106.73,5504175.24,4986575.18,3358707.19,2630645.5,3063468.81,1481261.68,987154.25,789949.2,1782810.82,772557.04,37573411.64,7.277,2024-09-04 18:05:00
614,2024-09-05,13056134.43,5942486.36,5289210.29,4089561.88,3202113.6,3168212.16,1467053.39,1156368.18,676528.99,1891008.06,824096.79,40762774.13,7.311,2024-09-05 18:05:00
615,2024-09-06,12717171.48,5821913.33,5226679.12,3480804.43,2667793.69,3151454.91,1574540.13,1157082.83,749012.07,1942077.93,675420.66,39163950.58,6.8819,2024-09-06 18:05:00
616,2024-09-07,13571684.24,6040344.28,5198976.07,3749913.97,2917097.91,3122827.86,1578498.95,992285.25,843352.35,1861646.18,620086.51,40496713.57,7.0251,2024-09-07 18:05:00
617,2024-09-08,14203801.75,6218072.01,5547814.89,3705074.13,3145846.59,3240875.09,1491119.98,1212890.4,736271.59,2020717.89,662789.36,42185273.68,7.023,2024-09-08 18:05:00
618,2024-09-09,12995869.0,6228334.91,4819211.5,3401796.36,2745663.61,3158864.44,1563157.38,978187.21,803253.89,1952531.31,737314.6,39384184.21,7.0519,2024-09-09 18:05:00
619,2024-09-10,11902324.95,5489704.46,4731133.17,3112203.44,2335515.9,2623392.74,1383842.36,962885.99,711853.06,1724582.4,636277.61,35613716.08,6.6809,2024-09-10 18:05:00
620,2024-09-11,12616765.24,6197464.69,5091896.89,3968412.73,2679458.15,3237625.4,1616168.6,1160581.6,657370.75,1865776.5,702303.94,39793824.49,7.0984,2024-09-11 18:05:00
621,2024-09-12,12638713.99,5326139.42,4538417.29,3435294.85,2696627.72,2867127.73,1473227.88,1215160.66,712202.35,1593091.69,593621.76,37089625.34,6.8593,2024-09-12 18:05:00
622,2024-09-13,13392179.99,6090201.65,5169453.42,3935854.24,2781143.61,3187346.1,1710910.68,1096327.62,729378.34,1907066.04,828884.02,40828745.71,7.0226,2024-09-13 18:05:00
623,2024-09-14,13756791.91,5991540.35,5599863.17,3894845.62,3050373.68,3342241.4,1772370.13,1119323.96,806238.96,2062383.98,609735.64,42005708.8,6.9789,2024-09-14 18:05:00
624,2024-09-15,15130592.58,6621665.77,6054248.61,3607848.64,3193562.84,3202658.54,1648189.42,1164020.34,785460.98,2119418.89,692459.88,44220126.49,7.6934,2024-09-15 18:05:00
625,2024-09-16,11917769.38,5575346.06,4927703.37,3423490.49,2705575.38,3226113.31,1564907.0,1113022.59,799590.46,1943680.09,593285.52,37790483.65,6.7483,2024-09-16 18:05:00
626,2024-09-17,11867361.38,5109628.52,4718504.46,3330903.05,2521376.29,2688187.29,1382619.97,954628.2,659589.3,1717123.42,605377.63,35555299.51,6.6812,2024-09-17 18:05:00
627,2024-09-18,11074380.15,5260930.11,4323052.77,3233040.16,2290772.17,2746796.66,1419130.09,917500.69,630392.65,1682612.53,709774.41,34288382.39,6.4893,2024-09-18 18:05:00
628,2024-09-19,14020903.55,5853688.19,5118681.8,3692241.51,2904154.64,3181811.99,1599181.31,1094865.91,728995.45,2016741.19,676073.23,40887338.77,7.1984,2024-09-19 18:05:00
629,2024-09-20,13548941.88,5940832.82,5423118.41,3672607.6,2950538.66,3211658.81,1566079.61,1176291.4,748964.53,2043541.85,727151.58,41009727.15,7.3183,2024-09-20 18:05:00
630,2024-09-21,12291275.71,5648971.42,4990724.99,3722646.37,2851415.64,2943374.0,1530247.17,1068197.11,671189.81,1862943.49,734528.95,38315514.66,6.9466,2024-09-21 18:05:00
631,2024-09-22,14121012.12,6664723.09,5668514.62,3902170.37,2914205.19,3376743.24,1767954.23,1148059.58,786102.52,2238554.97,725428.19,43313468.12,7.0838,2024-09-22 18:05:00
632,2024-09-23,13093367.12,5874755.65,5414059.04,3829959.8,2878150.08,3100857.8,1523621.81,1095300.24,767721.65,1908040.59,750935.35,40236769.13,6.797,2024-09-23 18:05:00
633,2024-09-24,11944775.82,5460752.3,4682755.04,3422270.42,2443932.93,2933610.85,1480693.16,999521.34,701329.42,1676834.15,662729.41,36409204.84,6.843,2024-09-24 18:05:00
634,2024-09-25,11239190.5,5069294.29,4679932.7,3130866.72,2422425.97,2739246.57,1239825.99,904499.65,691575.66,1647482.84,512063.15,34276404.04,6.8299,2024-09-25 18:05:00
635,2024-09-26,11620689.4,5566014.92,4654766.76,3199193.31,2757542.62,2821243.66,1525757.71,966547.44,684314.19,1703910.64,592897.61,36092878.26,6.7034,2024-09-26 18:05:00
636,2024-09-27,13560007.32,6260240.82,5279003.58,3684806.5,2842194.75,3117977.32,1659478.18,1181867.94,734980.69,1765881.12,743674.27,40830112.49,7.1486,2024-09-27 18:05:00
637,2024-09-28,13668244.3,5637720.92,5399681.99,4134228.8,2699791.76,3378859.69,1767775.2,1122315.64,711168.32,1898862.38,833362.25,41252011.25,7.0053,2024-09-28 18:05:00
638,2024-09-29,12362080.58,5996877.0,5092541.93,3789450.02,2653980.77,2898649.19,1429918.2,961916.71,733463.18,1868730.28,790541.14,38578149.0,6.8699,2024-09-29 18:05:00
639,2024-09-30,11851037.85,5516015.75,5086681.45,3704535.89,2479617.65,2821476.58,1601079.33,1127403.67,701172.33,1806189.27,847226.23,37542436.0,6.7364,2024-09-30 18:05:00
640,2024-10-01,12554304.35,5620137.81,4941594.16,3340484.1,2484730.69,2907750.55,1560619.53,1071332.84,692423.9,1733065.4,694826.79,37601270.12,6.7005,2024-10-01 18:05:00
641,2024-10-02,11744426.45,4972946.18,4611574.46,2995526.48,2541331.68,2681315.92,1356531.29,884253.97,655872.71,1656102.85,571616.32,34671498.31,6.6413,2024-10-02 18:05:00
642,2024-10-03,12977070.38,5739234.84,4878164.66,3735060.93,2504254.46,3058220.65,1469405.92,1036505.68,730107.9,1820237.31,657302.42,38605565.15,6.7819,2024-10-03 18:05:00
643,2024-10-04,14300278.71,6887286.29,5218729.68,4102361.62,3030602.57,3341567.47,1557440.9,1116193.43,796084.94,2058630.45,722823.14,43131999.2,6.8743,2024-10-04 18:05:00
644,2024-10-05,15283245.21,6490467.23,5290921.85,4080362.03,3081721.12,3383540.82,1579700.01,1262178.41,798694.54,2020150.24,715681.97,43986663.43,7.2018,2024-10-05 18:05:00
645,2024-10-06,14546631.8,6144782.89,5066675.18,3858805.56,2903987.02,3324159.56,1588616.27,1145969.24,742972.5,2068329.47,770704.15,42161633.64,7.1452,2024-10-06 18:05:00
646,2024-10-07,14249439.85,5740870.52,5468147.55,3379361.24,2791792.12,3076134.55,1425199.12,1081323.64,696440.96,1781656.16,717793.38,40408159.09,7.2195,2024-10-07 18:05:00
647,2024-10-08,14795013.11,5587788.26,4723841.62,3894365.64,2694767.11,3297756.14,1722416.62,1098349.14,780279.52,1863830.36,585964.07,41044371.59,7.3192,2024-10-08 18:05:00
648,2024-10-09,11117306.59,5542036.84,4834095.99,3502170.7,2603014.51,2766278.05,1270144.05,892488.51,638287.38,1784521.89,703848.86,35654193.37,6.9034,2024-10-09 18:05:00
649,2024-10-10,12367891.16,5994132.71,4991655.09,3613435.79,2725163.86,3036651.36,1586743.63,1207857.74,677946.67,1825760.19,524001.14,38551239.34,6.9027,2024-10-10 18:05:00
650,2024-10-11,13815535.81,5855011.42,5624956.5,3714247.98,2854203.02,3214602.88,1663245.13,1192102.89,818452.1,1908426.21,694224.66,41355008.6,7.102,2024-10-11 18:05:00
651,2024-10-12,14994952.36,6243904.97,5181309.41,4367988.27,3021615.04,3149423.37,1763423.02,1162184.19,764884.27,1987201.49,878721.15,43515607.54,6.8059,2024-10-12 18:05:00
652,2024-10-13,14414575.55,6370230.64,5512161.13,3907352.63,3136880.4,3329180.62,1735378.28,1208019.81,797556.87,1977527.6,806486.57,43195350.1,7.3057,2024-10-13 18:05:00
653,2024-10-14,14009785.16,6236186.67,5606745.62,4152995.33,2944317.93,3252349.37,1687277.58,1196899.44,775229.83,1937117.34,671570.21,42470474.48,7.2159,2024-10-14 18:05:00
654,2024-10-15,12284115.77,5201441.28,4917254.4,3442028.84,2340211.48,2902048.1,1408728.84,1024740.8,680925.73,1789615.61,805783.62,36796894.47,6.9305,2024-10-15 18:05:00
655,2024-10-16,12083300.2,5665284.81,4678986.25,3388459.92,2619683.96,2867151.01,1449546.78,1117012.19,573533.68,1737841.01,598897.64,36779697.45,6.6519,2024-10-16 18:05:00
656,2024-10-17,12904244.39,5738519.87,4602138.34,3676721.95,2509102.81,3072969.61,1503353.49,1276763.02,737461.11,1822809.44,494750.04,38338834.07,6.8499,2024-10-17 18:05:00
657,2024-10-18,13565852.58,5757364.81,4919015.81,3738390.45,2799410.77,3230247.86,1708558.68,1111381.55,808721.15,1826684.44,742396.03,40208024.13,7.0233,2024-10-18 18:05:00
658,2024-10-19,14874152.77,6199633.69,5868302.61,4255112.38,2993483.24,3446140.16,1884620.62,1140953.65,828179.76,1968964.03,564550.11,44024093.02,7.2447,2024-10-19 18:05:00
659,2024-10-20,14910331.41,7064960.85,5696638.05,4411725.08,3097061.59,3507862.95,1633274.5,1163307.24,716918.63,1998492.3,689075.63,44889648.23,7.3028,2024-10-20 18:05:00
660,2024-10-21,12646860.14,5261735.39,4852386.77,3751034.24,2716622.26,2884625.46,1301223.86,898824.9,787887.03,1830055.14,706098.45,37637353.64,6.7939,2024-10-21 18:05:00
661,2024-10-22,13023540.04,5398490.11,4924252.57,3594511.95,2742226.22,2708045.17,1525597.15,1123293.47,637107.16,1832591.93,611236.56,38120892.33,7.3267,2024-10-22 18:05:00
662,2024-10-23,13294049.52,6030490.79,4791482.35,3648837.87,2665403.93,3132204.54,1641621.3,1066067.01,677783.04,1859587.36,734091.14,39541618.85,7.2935,2024-10-23 18:05:00
663,2024-10-24,13168331.33,5550861.25,4903852.72,3535772.62,2518682.74,2925477.64,1630394.91,1088523.78,721662.73,1791577.83,545435.19,38380572.74,7.1267,2024-10-24 18:05:00
664,2024-10-25,14053309.15,6089818.44,5395535.9,3959882.42,2989442.38,3304294.02,1741651.5,1257529.56,807737.43,2077384.85,820704.1,42497289.75,7.3149,2024-10-25 18:05:00
665,2024-10-26,13880631.96,6481037.2,5536603.68,4310047.52,2750469.85,3202064.58,1795214.29,1091942.85,784626.85,2007969.2,566896.07,42407504.05,7.0419,2024-10-26 18:05:00
666,2024-10-27,13302341.06,5914510.14,4849868.66,3848287.55,2647812.49,3063914.41,1658859.04,1004725.63,685881.47,1915345.49,783966.73,39675512.67,7.0578,2024-10-27 18:05:00
667,2024-10-28,12759670.87,5502711.62,4419521.41,3493034.41,2760512.65,2821681.93,1567310.42,1129641.24,735530.99,1674886.82,596259.4,37460761.76,7.0441,2024-10-28 18:05:00
668,2024-10-29,12026507.05,5211190.95,4582414.55,3297894.62,2355838.48,2791712.57,1491653.93,996661.4,665723.07,1688303.95,753383.04,35861283.61,6.4544,2024-10-29 18:05:00
669,2024-10-30,12809921.57,5181262.25,4748299.96,3669847.76,2472150.59,2756889.56,1295664.32,948373.67,594926.37,1660958.08,548961.42,36687255.55,6.8756,2024-10-30 18:05:00
670,2024-10-31,13274286.46,5419885.6,4772754.27,3497736.27,2480096.05,2843447.79,1423123.62,939398.85,721640.05,1757620.95,789365.1,37919355.01,7.425,2024-10-31 18:05:00
671,2024-11-01,14616608.92,6082639.07,5617541.92,4135119.25,3356651.48,3240795.79,1733030.03,1191471.33,812382.81,1945837.17,655378.29,43387456.06,6.8296,2024-11-01 18:05:00
672,2024-11-02,16349363.16,7025204.43,6078262.28,4663607.42,3098670.89,3554639.07,1763639.94,1370293.23,893028.68,2252631.32,595461.93,47644802.35,7.4023,2024-11-02 18:05:00
673,2024-11-03,13768383.83,6834087.58,5556447.64,4067439.26,2981970.81,3282250.61,1698434.89,1253064.52,829724.4,2094902.74,755308.92,43122015.2,7.0318,2024-11-03 18:05:00
674,2024-11-04,14982482.97,6130437.12,5427635.42,3968968.16,2799234.45,3172449.28,1795064.21,1173329.52,889043.42,2108835.76,844394.82,43291875.13,7.6233,2024-11-04 18:05:00
675,2024-11-05,13758251.24,6136856.91,5182647.27,3903913.57,2885794.3,3251910.13,1536162.71,1247547.41,741925.41,1935865.71,784083.49,41364958.15,6.9635,2024-11-05 18:05:00
676,2024-11-06,14275064.84,6174378.55,5383919.47,3610487.61,2849580.03,2997080.3,1641139.39,1202966.79,738371.94,1852120.77,798758.45,41523868.14,7.1632,2024-11-06 18:05:00
677,2024-11-07,13863798.63,6572771.67,5412563.98,4052301.87,2783265.41,3280564.93,1652182.19,1168843.45,797629.41,2002950.71,792916.57,42379788.82,6.7542,2024-11-07 18:05:00
678,2024-11-08,15309568.25,6932172.19,5575720.13,4121500.02,3265639.05,3430874.1,1648229.8,1437854.52,801332.17,2172076.03,682035.35,45377001.61,7.2136,2024-11-08 18:05:00
679,2024-11-09,15512655.85,6321821.47,5539425.86,4323002.56,3274927.78,3375075.52,1687276.76,1251882.1,890221.4,2115446.92,875926.9,45167663.12,6.986,2024-11-09 18:05:00
680,2024-11-10,15089927.84,6378394.01,5929491.29,4094680.55,3206582.24,3518042.06,1543732.29,1293972.92,658543.53,1917399.85,766164.08,44396930.66,7.1116,2024-11-10 18:05:00
681,2024-11-11,15443345.69,6301089.81,5228061.03,3945912.18,2897729.29,3264916.9,1688510.13,1130328.01,769012.85,1847334.34,655708.27,43171948.5,7.1172,2024-11-11 18:05:00
682,2024-11-12,13935479.91,5815661.55,5205570.45,3744049.96,2859884.45,3140579.47,1569334.64,1174644.67,736496.58,1917664.28,711557.57,40810923.53,6.9019,2024-11-12 18:05:00
683,2024-11-13,14961248.35,6336123.54,5727526.77,3945416.89,2793384.05,3193865.0,1497027.29,1093434.05,734008.31,2004321.28,688959.44,42975314.97,7.2075,2024-11-13 18:05:00
684,2024-11-14,13957373.82,6363063.04,5421816.21,3913659.32,3055323.9,3271499.94,1413683.51,1154026.38,706803.34,1825011.45,833409.1,41915670.01,7.2574,2024-11-14 18:05:00
685,2024-11-15,16268778.11,6345343.91,6147456.92,4334366.9,3141366.11,3451323.48,1785284.6,1412500.9,865678.35,2078486.02,715346.68,46545931.98,7.5759,2024-11-15 18:05:00
686,2024-11-16,15926619.56,7061959.67,6069270.73,5217250.28,3388409.29,3788642.13,1868516.83,1411846.56,860371.94,2247454.49,770490.56,48610832.04,7.6993,2024-11-16 18:05:00
